txn_id,worker_id,txn_ts,direction,amount_cad,category,merchant_type,channel,is_essential,running_balance_cad,notes
T-03415,W-0003,2026-04-11T11:24:00,credit,178.86,income,employer,eft,1,2818.67,earnings_id=EARN-00109
T-03416,W-0163,2026-04-11T11:27:00,credit,199.9,income,employer,eft,1,6540.93,earnings_id=EARN-09019
T-03417,W-0064,2026-04-11T11:32:00,debit,54.01,clothing,landlord,eft,0,3054.21,
T-03418,W-0054,2026-04-11T11:33:00,credit,218.42,income,employer,eft,1,5876.04,earnings_id=EARN-02967
T-03419,W-0057,2026-04-11T11:33:00,credit,219.28,income,employer,eft,1,1207.91,earnings_id=EARN-03132
T-03420,W-0080,2026-04-11T11:34:00,credit,131.7,income,employer,eft,1,3527.56,earnings_id=EARN-04421
T-03421,W-0169,2026-04-11T11:34:00,credit,203.89,income,employer,eft,1,4660.99,earnings_id=EARN-09349
T-03422,W-0049,2026-04-11T11:38:00,credit,167.05,income,employer,eft,1,5901.91,earnings_id=EARN-02685
T-03423,W-0134,2026-04-11T11:40:00,credit,182.95,income,employer,eft,1,3402.77,earnings_id=EARN-07422
T-03424,W-0026,2026-04-11T11:43:00,credit,320.36,income,employer,eft,1,2545.26,earnings_id=EARN-01396
T-03425,W-0052,2026-04-11T11:44:00,credit,201.3,income,employer,eft,1,7443.63,earnings_id=EARN-02854
T-03426,W-0216,2026-04-11T11:48:00,credit,140.03,income,employer,eft,1,2486.04,earnings_id=EARN-11934
T-03427,W-0146,2026-04-11T11:51:00,debit,59.15,clothing,atm,debit_card,0,4668.5,
T-03428,W-0115,2026-04-11T11:52:00,credit,207.44,income,employer,eft,1,2995.96,earnings_id=EARN-06380
T-03429,W-0141,2026-04-11T11:54:00,credit,129.08,income,employer,eft,1,4221.94,earnings_id=EARN-07810
T-03430,W-0174,2026-04-11T11:55:00,debit,34.1,groceries,retail,debit_card,1,-247.21,
T-03431,W-0185,2026-04-11T11:55:00,debit,48.17,clothing,atm,prepaid,0,3648.88,
T-03432,W-0081,2026-04-11T11:56:00,debit,55.38,other,streaming,credit_card,0,4360.17,
T-03433,W-0079,2026-04-11T11:57:00,credit,113.82,income,employer,eft,1,5706.22,earnings_id=EARN-04364
T-03434,W-0152,2026-04-11T11:57:00,debit,55.76,utilities,streaming,prepaid,1,4819.74,
T-03435,W-0097,2026-04-11T11:59:00,debit,35.58,entertainment,landlord,eft,0,5662.93,
T-03436,W-0059,2026-04-11T12:02:00,debit,11.62,groceries,telecom,eft,1,2615.56,
T-03437,W-0048,2026-04-11T12:07:00,debit,53.56,food,streaming,eft,0,2595.73,
T-03438,W-0036,2026-04-11T12:15:00,debit,69.22,health,grocery,debit_card,1,3485.32,
T-03439,W-0019,2026-04-11T12:22:00,debit,14.34,food,transfer,credit_card,0,658.01,
T-03440,W-0167,2026-04-11T12:28:00,debit,25.27,transport,grocery,cash,0,307.46,
T-03441,W-0072,2026-04-11T12:34:00,debit,46.63,transport,grocery,prepaid,0,3304.92,
T-03442,W-0144,2026-04-11T12:39:00,debit,68.26,health,utility,eft,1,6367.29,
T-03443,W-0167,2026-04-11T12:47:00,debit,13.91,other,landlord,eft,0,293.55,
T-03444,W-0120,2026-04-11T13:04:00,debit,30.73,entertainment,gas,prepaid,0,3523.87,
T-03445,W-0098,2026-04-11T13:18:00,debit,32.66,transport,streaming,eft,0,3010.82,
T-03446,W-0034,2026-04-11T13:19:00,debit,18.78,clothing,atm,cash,0,4776.09,
T-03447,W-0102,2026-04-11T13:21:00,debit,57.24,clothing,restaurant,eft,0,4228.28,
T-03448,W-0068,2026-04-11T13:28:00,debit,14.77,food,landlord,debit_card,0,6147.04,
T-03449,W-0042,2026-04-11T13:32:00,debit,10.52,groceries,gas,prepaid,1,1461.81,
T-03450,W-0082,2026-04-11T13:38:00,debit,50.8,food,restaurant,eft,0,5232.67,
T-03451,W-0044,2026-04-11T13:43:00,debit,54.78,other,restaurant,eft,0,1364.65,
T-03452,W-0064,2026-04-11T13:43:00,debit,62.81,other,utility,credit_card,0,2991.4,
T-03453,W-0058,2026-04-11T13:44:00,credit,39.26,advance,transfer,eft,0,3518.54,advance_id=A-00425
T-03454,W-0058,2026-04-11T13:45:00,debit,1.99,advance_fee,transfer,eft,0,3516.55,advance_id=A-00425
T-03455,W-0058,2026-04-11T13:50:00,debit,20.49,other,restaurant,eft,0,3496.06,
T-03456,W-0050,2026-04-11T13:57:00,debit,56.98,utilities,streaming,debit_card,1,4568.27,
T-03457,W-0106,2026-04-11T13:57:00,debit,15.51,food,restaurant,prepaid,0,1945.32,
T-03458,W-0208,2026-04-11T14:06:00,debit,51.7,entertainment,telecom,credit_card,0,2314.24,
T-03459,W-0180,2026-04-11T14:16:00,debit,54.44,health,utility,debit_card,1,3827.64,
T-03460,W-0023,2026-04-11T14:20:00,debit,35.12,health,grocery,debit_card,1,3433.38,
T-03461,W-0080,2026-04-11T14:26:00,debit,75.44,groceries,streaming,prepaid,1,3452.12,
T-03462,W-0213,2026-04-11T14:45:00,debit,33.17,entertainment,utility,cash,0,5391.23,
T-03463,W-0128,2026-04-11T14:52:00,debit,11.11,transport,transfer,debit_card,1,2772.68,
T-03464,W-0115,2026-04-11T14:53:00,debit,45.42,health,grocery,prepaid,1,2950.54,
T-03465,W-0167,2026-04-11T14:53:00,debit,6.21,entertainment,streaming,debit_card,0,287.34,
T-03466,W-0205,2026-04-11T14:55:00,debit,41.63,clothing,restaurant,eft,0,1863.21,
T-03467,W-0030,2026-04-11T15:01:00,debit,59.55,groceries,streaming,cash,1,5365.86,
T-03468,W-0148,2026-04-11T15:04:00,debit,42.21,transport,restaurant,prepaid,0,5604.78,
T-03469,W-0217,2026-04-11T15:10:00,debit,40.01,clothing,restaurant,debit_card,0,5252.66,
T-03470,W-0073,2026-04-11T15:15:00,debit,43.78,transport,utility,prepaid,0,3514.96,
T-03471,W-0008,2026-04-11T15:24:00,debit,34.18,utilities,grocery,debit_card,1,4016.76,
T-03472,W-0009,2026-04-11T15:24:00,debit,65.59,transport,restaurant,eft,1,3410.43,
T-03473,W-0115,2026-04-11T15:29:00,debit,46.22,other,gas,prepaid,0,2904.32,
T-03474,W-0218,2026-04-11T15:29:00,debit,46.17,groceries,restaurant,debit_card,1,5942.73,
T-03475,W-0081,2026-04-11T15:32:00,debit,53.95,groceries,retail,eft,1,4306.22,
T-03476,W-0073,2026-04-11T15:33:00,debit,31.93,food,atm,debit_card,0,3483.03,
T-03477,W-0095,2026-04-11T15:39:00,debit,17.42,food,streaming,cash,0,2403.87,
T-03478,W-0185,2026-04-11T15:47:00,debit,20.21,utilities,telecom,credit_card,1,3628.67,
T-03479,W-0135,2026-04-11T15:59:00,debit,24.22,groceries,transfer,eft,1,4352.07,
T-03480,W-0011,2026-04-11T16:00:00,debit,11.95,entertainment,gas,credit_card,0,2591.0,
T-03481,W-0164,2026-04-11T16:00:00,debit,16.7,clothing,atm,debit_card,0,1056.81,
T-03482,W-0211,2026-04-11T16:01:00,credit,225.64,income,employer,eft,1,1581.68,earnings_id=EARN-11660
T-03483,W-0079,2026-04-11T16:06:00,debit,43.01,food,streaming,cash,0,5663.21,
T-03484,W-0082,2026-04-11T16:07:00,debit,39.72,entertainment,retail,debit_card,0,5192.95,
T-03485,W-0103,2026-04-11T16:08:00,debit,19.96,utilities,retail,debit_card,1,6027.16,
T-03486,W-0093,2026-04-11T16:12:00,debit,9.78,other,restaurant,eft,0,3527.99,
T-03487,W-0175,2026-04-11T16:12:00,debit,84.29,health,gas,eft,1,1346.42,
T-03488,W-0091,2026-04-11T16:14:00,credit,130.11,income,employer,eft,1,876.01,earnings_id=EARN-05035
T-03489,W-0155,2026-04-11T16:15:00,debit,75.42,utilities,landlord,eft,1,5775.99,
T-03490,W-0105,2026-04-11T16:21:00,debit,27.24,entertainment,atm,cash,0,3366.38,
T-03491,W-0054,2026-04-11T16:26:00,debit,53.35,transport,atm,debit_card,1,5822.69,
T-03492,W-0025,2026-04-11T16:29:00,debit,58.39,entertainment,atm,debit_card,0,1678.49,
T-03493,W-0146,2026-04-11T16:29:00,debit,31.59,health,utility,debit_card,1,4636.91,
T-03494,W-0104,2026-04-11T16:33:00,debit,42.55,clothing,gas,cash,0,2091.72,
T-03495,W-0043,2026-04-11T16:39:00,credit,214.76,income,employer,eft,1,4634.34,earnings_id=EARN-02355
T-03496,W-0101,2026-04-11T16:39:00,credit,99.02,income,employer,eft,1,5665.38,earnings_id=EARN-05600
T-03497,W-0089,2026-04-11T16:48:00,debit,30.52,utilities,restaurant,credit_card,1,3608.68,
T-03498,W-0125,2026-04-11T16:53:00,credit,113.86,income,employer,eft,1,3519.67,earnings_id=EARN-06933
T-03499,W-0213,2026-04-11T16:56:00,credit,161.02,income,employer,eft,1,5552.25,earnings_id=EARN-11772
T-03500,W-0173,2026-04-11T17:07:00,debit,21.28,food,atm,prepaid,0,4009.25,
T-03501,W-0096,2026-04-11T17:08:00,debit,26.72,other,gas,credit_card,0,881.23,
T-03502,W-0002,2026-04-11T17:17:00,debit,15.07,utilities,transfer,eft,1,907.7,
T-03503,W-0022,2026-04-11T17:19:00,credit,231.51,income,employer,eft,1,4513.29,earnings_id=EARN-01173
T-03504,W-0052,2026-04-11T17:21:00,credit,244.21,income,employer,eft,1,7687.84,earnings_id=EARN-02857
T-03505,W-0208,2026-04-11T17:21:00,debit,42.3,other,streaming,prepaid,0,2271.94,
T-03506,W-0077,2026-04-11T17:46:00,debit,52.73,transport,telecom,eft,1,2148.6,
T-03507,W-0050,2026-04-11T17:47:00,debit,8.01,food,transfer,cash,0,4560.26,
T-03508,W-0121,2026-04-11T17:47:00,credit,106.82,advance,transfer,eft,0,3536.53,advance_id=A-00499
T-03509,W-0122,2026-04-11T17:48:00,debit,40.76,clothing,atm,credit_card,0,2468.2,
T-03510,W-0134,2026-04-11T17:48:00,debit,61.37,clothing,landlord,cash,0,3341.4,
T-03511,W-0050,2026-04-11T17:51:00,debit,29.21,entertainment,atm,cash,0,4531.05,
T-03512,W-0195,2026-04-11T17:56:00,debit,58.21,clothing,atm,credit_card,0,5247.23,
T-03513,W-0066,2026-04-11T17:57:00,debit,55.98,other,transfer,prepaid,0,1422.97,
T-03514,W-0046,2026-04-11T18:06:00,debit,20.73,clothing,transfer,prepaid,0,4532.62,
T-03515,W-0172,2026-04-11T18:06:00,credit,173.34,income,employer,eft,1,6545.68,earnings_id=EARN-09517
T-03516,W-0166,2026-04-11T18:08:00,credit,126.46,income,employer,eft,1,5448.57,earnings_id=EARN-09188
T-03517,W-0135,2026-04-11T18:09:00,credit,93.59,income,employer,eft,1,4445.66,earnings_id=EARN-07479
T-03518,W-0174,2026-04-11T18:11:00,credit,132.58,income,employer,eft,1,-114.63,earnings_id=EARN-09628
T-03519,W-0198,2026-04-11T18:11:00,debit,29.05,transport,transfer,cash,1,3424.09,
T-03520,W-0209,2026-04-11T18:17:00,debit,48.24,food,retail,debit_card,0,4532.84,
T-03521,W-0047,2026-04-11T18:21:00,credit,182.76,income,employer,eft,1,4235.15,earnings_id=EARN-02576
T-03522,W-0008,2026-04-11T18:30:00,debit,15.47,other,atm,cash,0,4001.29,
T-03523,W-0156,2026-04-11T18:38:00,debit,13.71,transport,retail,cash,0,2797.03,
T-03524,W-0110,2026-04-11T18:42:00,credit,154.57,income,employer,eft,1,4895.54,earnings_id=EARN-06104
T-03525,W-0051,2026-04-11T18:43:00,credit,149.98,income,employer,eft,1,1092.94,earnings_id=EARN-02799
T-03526,W-0220,2026-04-11T18:51:00,debit,54.97,groceries,landlord,debit_card,1,2741.16,
T-03527,W-0208,2026-04-11T18:56:00,debit,15.14,other,landlord,prepaid,0,2256.8,
T-03528,W-0016,2026-04-11T18:58:00,credit,206.86,income,employer,eft,1,5593.27,earnings_id=EARN-00839
T-03529,W-0192,2026-04-11T19:02:00,debit,26.74,other,telecom,eft,0,1516.36,
T-03530,W-0166,2026-04-11T19:03:00,debit,34.22,other,gas,credit_card,0,5414.35,
T-03531,W-0114,2026-04-11T19:09:00,credit,166.39,income,employer,eft,1,3738.72,earnings_id=EARN-06327
T-03532,W-0214,2026-04-11T19:11:00,debit,59.68,transport,grocery,prepaid,0,714.98,
T-03533,W-0176,2026-04-11T19:13:00,credit,178.33,income,employer,eft,1,6417.36,earnings_id=EARN-09737
T-03534,W-0176,2026-04-11T19:13:00,debit,83.53,groceries,streaming,eft,1,6333.83,
T-03535,W-0163,2026-04-11T19:14:00,debit,12.07,health,transfer,eft,1,6528.86,
T-03536,W-0019,2026-04-11T19:21:00,debit,29.9,clothing,transfer,eft,0,628.11,
T-03537,W-0085,2026-04-11T19:23:00,credit,83.58,advance,transfer,eft,0,6526.8,advance_id=A-00187
T-03538,W-0085,2026-04-11T19:24:00,debit,3.55,advance_fee,transfer,eft,0,6523.25,advance_id=A-00187
T-03539,W-0043,2026-04-11T19:25:00,debit,53.65,entertainment,utility,cash,0,4580.69,
T-03540,W-0145,2026-04-11T19:26:00,credit,245.1,income,employer,eft,1,5137.21,earnings_id=EARN-08033
T-03541,W-0180,2026-04-11T19:28:00,debit,11.19,transport,telecom,prepaid,1,3816.45,
T-03542,W-0049,2026-04-11T19:33:00,debit,6.91,clothing,restaurant,eft,0,5895.0,
T-03543,W-0102,2026-04-11T19:37:00,debit,27.12,clothing,grocery,prepaid,0,4201.16,
T-03544,W-0172,2026-04-11T19:37:00,debit,64.47,health,utility,prepaid,1,6481.21,
T-03545,W-0214,2026-04-11T19:38:00,debit,18.63,entertainment,telecom,eft,0,696.35,
T-03546,W-0062,2026-04-11T19:39:00,credit,181.07,income,employer,eft,1,1108.45,earnings_id=EARN-03417
T-03547,W-0184,2026-04-11T19:40:00,credit,107.79,advance,transfer,eft,0,5014.73,advance_id=A-00109
T-03548,W-0184,2026-04-11T19:41:00,debit,4.58,advance_fee,transfer,eft,0,5010.15,advance_id=A-00109
T-03549,W-0001,2026-04-11T19:45:00,credit,160.54,income,employer,eft,1,4964.4,earnings_id=EARN-00009
T-03550,W-0020,2026-04-11T19:47:00,credit,144.66,income,employer,eft,1,2793.77,earnings_id=EARN-01063
T-03551,W-0121,2026-04-11T19:51:00,debit,73.24,utilities,restaurant,eft,1,3463.29,
T-03552,W-0064,2026-04-11T19:52:00,credit,151.05,income,employer,eft,1,3142.45,earnings_id=EARN-03528
T-03553,W-0210,2026-04-11T19:55:00,credit,189.47,income,employer,eft,1,2360.36,earnings_id=EARN-11606
T-03554,W-0071,2026-04-11T19:57:00,debit,44.25,entertainment,atm,eft,0,4687.65,
T-03555,W-0003,2026-04-11T19:59:00,debit,34.02,clothing,restaurant,cash,0,2784.65,
T-03556,W-0072,2026-04-11T20:02:00,debit,50.85,clothing,landlord,credit_card,0,3254.07,
T-03557,W-0183,2026-04-11T20:03:00,debit,42.7,food,landlord,debit_card,0,2941.24,
T-03558,W-0138,2026-04-11T20:04:00,debit,41.15,food,landlord,cash,0,5507.75,
T-03559,W-0190,2026-04-11T20:05:00,debit,14.19,transport,atm,credit_card,0,-361.77,
T-03560,W-0030,2026-04-11T20:07:00,debit,55.23,food,landlord,eft,0,5310.63,
T-03561,W-0074,2026-04-11T20:13:00,debit,25.0,groceries,telecom,cash,1,5038.69,
T-03562,W-0124,2026-04-11T20:14:00,credit,199.88,income,employer,eft,1,4512.25,earnings_id=EARN-06874
T-03563,W-0139,2026-04-11T20:16:00,credit,190.26,income,employer,eft,1,4155.82,earnings_id=EARN-07700
T-03564,W-0131,2026-04-11T20:27:00,debit,63.93,utilities,atm,debit_card,1,4283.12,
T-03565,W-0059,2026-04-11T20:29:00,credit,137.53,income,employer,eft,1,2753.09,earnings_id=EARN-03248
T-03566,W-0175,2026-04-11T20:35:00,credit,163.79,income,employer,eft,1,1510.21,earnings_id=EARN-09681
T-03567,W-0211,2026-04-11T20:37:00,debit,42.65,transport,grocery,debit_card,0,1539.03,
T-03568,W-0189,2026-04-11T20:40:00,debit,57.1,food,atm,credit_card,0,4494.98,
T-03569,W-0172,2026-04-11T20:41:00,debit,54.56,utilities,restaurant,debit_card,1,6426.65,
T-03570,W-0151,2026-04-11T20:50:00,credit,118.69,income,employer,eft,1,4835.06,earnings_id=EARN-08360
T-03571,W-0078,2026-04-11T20:59:00,debit,30.43,entertainment,telecom,cash,0,1164.19,
T-03572,W-0148,2026-04-11T20:59:00,debit,29.37,other,utility,prepaid,0,5575.41,
T-03573,W-0204,2026-04-11T20:59:00,credit,184.4,income,employer,eft,1,4980.01,earnings_id=EARN-11276
T-03574,W-0202,2026-04-11T21:01:00,credit,156.89,income,employer,eft,1,3356.7,earnings_id=EARN-11167
T-03575,W-0204,2026-04-11T21:01:00,debit,33.13,groceries,atm,eft,1,4946.88,
T-03576,W-0058,2026-04-11T21:02:00,credit,113.36,income,employer,eft,1,3609.42,earnings_id=EARN-03190
T-03577,W-0149,2026-04-11T21:03:00,debit,21.2,entertainment,atm,cash,0,4793.14,
T-03578,W-0137,2026-04-11T21:04:00,debit,67.35,utilities,retail,prepaid,1,4125.25,
T-03579,W-0010,2026-04-11T21:08:00,credit,52.99,income,employer,eft,1,53.19,earnings_id=EARN-00505
T-03580,W-0214,2026-04-11T21:08:00,credit,145.5,income,employer,eft,1,841.85,earnings_id=EARN-11826
T-03581,W-0108,2026-04-11T21:25:00,credit,65.68,advance,transfer,eft,0,5571.43,advance_id=A-00282
T-03582,W-0108,2026-04-11T21:26:00,debit,2.79,advance_fee,transfer,eft,0,5568.64,advance_id=A-00282
T-03583,W-0141,2026-04-11T21:27:00,debit,38.45,entertainment,gas,debit_card,0,4183.49,
T-03584,W-0128,2026-04-11T21:31:00,credit,182.89,income,employer,eft,1,2955.57,earnings_id=EARN-07096
T-03585,W-0203,2026-04-11T21:31:00,debit,50.62,food,telecom,credit_card,0,6474.71,
T-03586,W-0205,2026-04-11T21:31:00,credit,229.99,income,employer,eft,1,2093.2,earnings_id=EARN-11329
T-03587,W-0200,2026-04-11T21:43:00,debit,5.03,transport,atm,debit_card,0,3222.73,
T-03588,W-0040,2026-04-11T21:44:00,credit,133.1,income,employer,eft,1,1691.64,earnings_id=EARN-02184
T-03589,W-0090,2026-04-11T21:46:00,debit,32.03,food,utility,prepaid,0,1374.99,
T-03590,W-0015,2026-04-11T21:47:00,credit,183.2,income,employer,eft,1,2660.96,earnings_id=EARN-00781
T-03591,W-0084,2026-04-11T21:53:00,credit,117.41,income,employer,eft,1,5123.39,earnings_id=EARN-04648
T-03592,W-0220,2026-04-11T21:57:00,credit,129.9,income,employer,eft,1,2871.06,earnings_id=EARN-12158
T-03593,W-0098,2026-04-11T22:02:00,debit,30.24,entertainment,transfer,credit_card,0,2980.58,
T-03594,W-0189,2026-04-11T22:09:00,debit,66.19,health,gas,debit_card,1,4428.79,
T-03595,W-0138,2026-04-11T22:11:00,debit,28.39,transport,restaurant,eft,0,5479.36,
T-03596,W-0146,2026-04-11T22:25:00,debit,37.02,clothing,transfer,credit_card,0,4599.89,
T-03597,W-0034,2026-04-11T22:46:00,debit,15.41,food,landlord,eft,0,4760.68,
T-03598,W-0044,2026-04-11T22:47:00,debit,83.0,groceries,utility,debit_card,1,1281.65,
T-03599,W-0038,2026-04-11T22:49:00,debit,8.54,entertainment,streaming,debit_card,0,3872.65,
T-03600,W-0177,2026-04-11T22:56:00,debit,5.43,entertainment,grocery,debit_card,0,1269.21,
T-03601,W-0065,2026-04-12T07:13:00,debit,50.92,entertainment,utility,credit_card,0,1814.15,
T-03602,W-0216,2026-04-12T07:13:00,debit,43.91,entertainment,landlord,debit_card,0,2442.13,
T-03603,W-0053,2026-04-12T07:19:00,debit,35.03,food,gas,credit_card,0,2321.54,
T-03604,W-0180,2026-04-12T07:21:00,debit,13.41,food,grocery,credit_card,0,3803.04,
T-03605,W-0112,2026-04-12T07:30:00,debit,17.23,entertainment,telecom,eft,0,2149.6,
T-03606,W-0043,2026-04-12T07:39:00,debit,32.16,clothing,atm,cash,0,4548.53,
T-03607,W-0075,2026-04-12T07:47:00,debit,15.89,utilities,atm,cash,1,4966.39,
T-03608,W-0082,2026-04-12T07:50:00,debit,24.83,utilities,streaming,debit_card,1,5168.12,
T-03609,W-0182,2026-04-12T07:55:00,debit,44.86,food,landlord,eft,0,2124.48,
T-03610,W-0054,2026-04-12T07:58:00,debit,63.67,health,landlord,debit_card,1,5759.02,
T-03611,W-0048,2026-04-12T08:00:00,debit,75.83,utilities,transfer,eft,1,2519.9,obligation_id=O-00846
T-03612,W-0113,2026-04-12T08:00:00,debit,52.42,utilities,transfer,eft,1,4789.19,obligation_id=O-00832
T-03613,W-0136,2026-04-12T08:00:00,debit,25.4,health,utility,debit_card,1,2743.18,
T-03614,W-0206,2026-04-12T08:00:00,credit,130.89,income,employer,eft,1,498.66,earnings_id=EARN-11384
T-03615,W-0129,2026-04-12T08:01:00,credit,192.82,income,employer,eft,1,-444.96,earnings_id=EARN-07151
T-03616,W-0042,2026-04-12T08:02:00,credit,100.4,income,employer,eft,1,1562.21,earnings_id=EARN-02294
T-03617,W-0109,2026-04-12T08:03:00,credit,128.88,income,employer,eft,1,3432.37,earnings_id=EARN-06046
T-03618,W-0019,2026-04-12T08:06:00,debit,9.83,food,transfer,credit_card,0,618.28,
T-03619,W-0122,2026-04-12T08:09:00,credit,179.76,income,employer,eft,1,2647.96,earnings_id=EARN-06766
T-03620,W-0177,2026-04-12T08:09:00,debit,64.45,food,transfer,credit_card,0,1204.76,
T-03621,W-0112,2026-04-12T08:10:00,credit,242.78,income,employer,eft,1,2392.38,earnings_id=EARN-06216
T-03622,W-0058,2026-04-12T08:12:00,debit,53.35,food,utility,debit_card,0,3556.07,
T-03623,W-0116,2026-04-12T08:13:00,credit,165.63,income,employer,eft,1,3722.93,earnings_id=EARN-06435
T-03624,W-0042,2026-04-12T08:15:00,credit,128.73,income,employer,eft,1,1690.94,earnings_id=EARN-02296
T-03625,W-0079,2026-04-12T08:20:00,credit,262.01,income,employer,eft,1,5925.22,earnings_id=EARN-04366
T-03626,W-0061,2026-04-12T08:21:00,debit,33.76,clothing,retail,prepaid,0,6454.72,
T-03627,W-0137,2026-04-12T08:21:00,credit,53.92,advance,transfer,eft,0,4179.17,advance_id=A-00507
T-03628,W-0173,2026-04-12T08:21:00,debit,60.61,clothing,landlord,credit_card,0,3948.64,
T-03629,W-0005,2026-04-12T08:24:00,credit,100.42,income,employer,eft,1,4594.15,earnings_id=EARN-00221
T-03630,W-0020,2026-04-12T08:26:00,credit,177.03,income,employer,eft,1,2970.8,earnings_id=EARN-01062
T-03631,W-0101,2026-04-12T08:27:00,credit,112.96,income,employer,eft,1,5778.34,earnings_id=EARN-05598
T-03632,W-0059,2026-04-12T08:28:00,credit,125.91,income,employer,eft,1,2879.0,earnings_id=EARN-03245
T-03633,W-0083,2026-04-12T08:29:00,credit,169.79,income,employer,eft,1,4481.36,earnings_id=EARN-04590
T-03634,W-0046,2026-04-12T08:33:00,credit,249.38,income,employer,eft,1,4782.0,earnings_id=EARN-02517
T-03635,W-0066,2026-04-12T08:33:00,credit,168.78,income,employer,eft,1,1591.75,earnings_id=EARN-03639
T-03636,W-0082,2026-04-12T08:37:00,credit,129.4,income,employer,eft,1,5297.52,earnings_id=EARN-04535
T-03637,W-0173,2026-04-12T08:40:00,debit,34.31,clothing,landlord,prepaid,0,3914.33,
T-03638,W-0055,2026-04-12T08:41:00,credit,178.94,income,employer,eft,1,3905.19,earnings_id=EARN-03022
T-03639,W-0094,2026-04-12T08:42:00,credit,245.48,income,employer,eft,1,7169.52,earnings_id=EARN-05205
T-03640,W-0043,2026-04-12T08:46:00,debit,35.4,health,telecom,credit_card,1,4513.13,
T-03641,W-0122,2026-04-12T08:46:00,credit,194.22,income,employer,eft,1,2842.18,earnings_id=EARN-06765
T-03642,W-0060,2026-04-12T08:48:00,credit,224.39,income,employer,eft,1,1198.95,earnings_id=EARN-03303
T-03643,W-0213,2026-04-12T08:49:00,debit,32.06,clothing,gas,credit_card,0,5520.19,
T-03644,W-0017,2026-04-12T08:52:00,credit,187.72,income,employer,eft,1,4329.72,earnings_id=EARN-00894
T-03645,W-0201,2026-04-12T08:56:00,credit,166.83,income,employer,eft,1,1473.76,earnings_id=EARN-11108
T-03646,W-0050,2026-04-12T08:58:00,credit,208.39,income,employer,eft,1,4739.44,earnings_id=EARN-02742
T-03647,W-0087,2026-04-12T08:59:00,credit,167.43,income,employer,eft,1,3841.91,earnings_id=EARN-04814
T-03648,W-0116,2026-04-12T08:59:00,credit,152.35,income,employer,eft,1,3875.28,earnings_id=EARN-06436
T-03649,W-0155,2026-04-12T09:00:00,credit,164.88,income,employer,eft,1,5940.87,earnings_id=EARN-08579
T-03650,W-0183,2026-04-12T09:03:00,credit,156.58,income,employer,eft,1,3097.82,earnings_id=EARN-10121
T-03651,W-0039,2026-04-12T09:04:00,credit,171.2,income,employer,eft,1,6025.75,earnings_id=EARN-02123
T-03652,W-0209,2026-04-12T09:04:00,credit,140.34,income,employer,eft,1,4673.18,earnings_id=EARN-11550
T-03653,W-0051,2026-04-12T09:06:00,credit,156.6,income,employer,eft,1,1249.54,earnings_id=EARN-02797
T-03654,W-0016,2026-04-12T09:08:00,debit,56.23,food,grocery,credit_card,0,5537.04,
T-03655,W-0034,2026-04-12T09:12:00,credit,176.28,income,employer,eft,1,4936.96,earnings_id=EARN-01844
T-03656,W-0098,2026-04-12T09:12:00,credit,164.6,income,employer,eft,1,3145.18,earnings_id=EARN-05428
T-03657,W-0064,2026-04-12T09:16:00,credit,148.83,income,employer,eft,1,3291.28,earnings_id=EARN-03527
T-03658,W-0054,2026-04-12T09:22:00,credit,196.24,income,employer,eft,1,5955.26,earnings_id=EARN-02968
T-03659,W-0072,2026-04-12T09:22:00,debit,47.04,health,grocery,eft,1,3207.03,
T-03660,W-0061,2026-04-12T09:25:00,credit,181.1,income,employer,eft,1,6635.82,earnings_id=EARN-03357
T-03661,W-0038,2026-04-12T09:26:00,debit,34.74,entertainment,landlord,debit_card,0,3837.91,
T-03662,W-0157,2026-04-12T09:31:00,credit,244.58,income,employer,eft,1,5676.89,earnings_id=EARN-08687
T-03663,W-0086,2026-04-12T09:32:00,debit,37.9,other,grocery,eft,0,2317.42,
T-03664,W-0137,2026-04-12T09:35:00,credit,312.7,income,employer,eft,1,4491.87,earnings_id=EARN-07592
T-03665,W-0041,2026-04-12T09:37:00,debit,36.0,transport,restaurant,eft,0,4998.95,
T-03666,W-0081,2026-04-12T09:38:00,credit,119.05,income,employer,eft,1,4425.27,earnings_id=EARN-04478
T-03667,W-0128,2026-04-12T09:45:00,debit,34.54,entertainment,telecom,debit_card,0,2921.03,
T-03668,W-0202,2026-04-12T09:48:00,credit,202.05,income,employer,eft,1,3558.75,earnings_id=EARN-11165
T-03669,W-0196,2026-04-12T09:53:00,credit,240.15,income,employer,eft,1,1761.43,earnings_id=EARN-10835
T-03670,W-0094,2026-04-12T09:54:00,debit,25.68,utilities,gas,debit_card,1,7143.84,
T-03671,W-0080,2026-04-12T09:55:00,debit,39.04,utilities,atm,cash,1,3413.08,
T-03672,W-0184,2026-04-12T09:56:00,credit,139.29,income,employer,eft,1,5149.44,earnings_id=EARN-10174
T-03673,W-0206,2026-04-12T09:57:00,debit,56.1,entertainment,streaming,prepaid,0,442.56,
T-03674,W-0202,2026-04-12T09:58:00,credit,161.15,income,employer,eft,1,3719.9,earnings_id=EARN-11164
T-03675,W-0092,2026-04-12T09:59:00,credit,166.92,income,employer,eft,1,3685.45,earnings_id=EARN-05092
T-03676,W-0220,2026-04-12T10:00:00,credit,117.55,income,employer,eft,1,2988.61,earnings_id=EARN-12155
T-03677,W-0053,2026-04-12T10:03:00,credit,155.06,advance,transfer,eft,0,2476.6,advance_id=A-00429
