advance_id,worker_id,requested_at,amount_cad,fee_cad,status,repaid_at,repayment_source,reason_code
A-00260,W-0183,2026-07-04T10:59:00,57.04,2.42,cancelled,,,bill_due
A-00261,W-0210,2026-05-08T10:58:00,100.51,0.0,repaid,2026-05-19T10:58:00,payroll,transport
A-00262,W-0089,2026-06-25T18:31:00,68.27,2.9,repaid,2026-07-09T18:31:00,bank,other
A-00263,W-0106,2026-04-22T07:08:00,34.62,1.99,repaid,2026-05-04T07:08:00,next_advance,transport
A-00264,W-0120,2026-05-14T19:04:00,25.82,1.99,outstanding,,,other
A-00265,W-0021,2026-04-08T21:00:00,54.64,2.32,repaid,2026-04-21T21:00:00,bank,groceries
A-00266,W-0138,2026-05-07T20:58:00,68.02,2.89,repaid,2026-05-21T20:58:00,payroll,emergency
A-00267,W-0103,2026-06-25T10:57:00,46.06,1.99,outstanding,,,bill_due
A-00268,W-0134,2026-05-11T14:42:00,20.0,1.99,repaid,2026-05-15T14:42:00,next_advance,other
A-00269,W-0213,2026-05-23T19:36:00,86.1,3.66,repaid,2026-05-26T19:36:00,next_advance,shortfall
A-00270,W-0162,2026-05-20T14:09:00,70.42,2.99,repaid,2026-06-02T14:09:00,next_advance,groceries
A-00271,W-0196,2026-05-05T17:28:00,43.8,1.99,repaid,2026-05-09T17:28:00,payroll,transport
A-00272,W-0170,2026-04-27T12:20:00,60.51,2.57,repaid,2026-05-02T12:20:00,payroll,shortfall
A-00273,W-0019,2026-05-31T07:39:00,71.43,3.04,repaid,2026-06-02T07:39:00,bank,other
A-00274,W-0196,2026-05-24T12:23:00,73.06,3.11,repaid,2026-06-03T12:23:00,next_advance,other
A-00275,W-0157,2026-05-07T16:27:00,40.04,0.0,repaid,2026-05-11T16:27:00,payroll,emergency
A-00276,W-0045,2026-06-03T11:19:00,50.76,0.0,repaid,2026-06-07T11:19:00,bank,groceries
A-00277,W-0216,2026-04-27T17:36:00,52.18,2.22,repaid,2026-05-08T17:36:00,bank,transport
A-00278,W-0023,2026-05-07T13:08:00,77.41,3.29,repaid,2026-05-21T13:08:00,bank,bill_due
A-00279,W-0042,2026-04-25T09:52:00,40.93,1.99,repaid,2026-05-08T09:52:00,payroll,emergency
A-00280,W-0068,2026-05-30T14:17:00,27.28,1.99,repaid,2026-06-07T14:17:00,bank,groceries
A-00281,W-0064,2026-04-20T07:58:00,43.33,1.99,repaid,2026-04-23T07:58:00,bank,bill_due
A-00282,W-0108,2026-04-11T21:25:00,65.68,2.79,repaid,2026-04-22T21:25:00,bank,groceries
A-00283,W-0143,2026-05-06T10:55:00,41.42,1.99,repaid,2026-05-18T10:55:00,bank,transport
A-00284,W-0043,2026-05-17T19:37:00,37.21,1.99,repaid,2026-05-29T19:37:00,next_advance,other
A-00285,W-0040,2026-06-19T16:07:00,25.58,1.99,repaid,2026-06-29T16:07:00,next_advance,other
A-00286,W-0055,2026-05-14T18:24:00,66.79,2.84,repaid,2026-05-22T18:24:00,bank,transport
A-00287,W-0191,2026-05-05T17:51:00,144.84,6.16,repaid,2026-05-18T17:51:00,bank,shortfall
A-00288,W-0107,2026-04-10T07:49:00,83.53,3.55,repaid,2026-04-16T07:49:00,payroll,bill_due
A-00289,W-0198,2026-06-12T14:12:00,53.65,2.28,repaid,2026-06-21T14:12:00,payroll,other
A-00290,W-0196,2026-06-18T16:33:00,74.66,3.17,repaid,2026-06-28T16:33:00,payroll,transport
A-00291,W-0046,2026-05-30T22:48:00,31.65,1.99,repaid,2026-06-09T22:48:00,bank,groceries
A-00292,W-0161,2026-06-24T09:16:00,85.24,3.62,repaid,2026-06-28T09:16:00,bank,bill_due
A-00293,W-0143,2026-04-07T19:22:00,86.39,0.0,outstanding,,,emergency
A-00294,W-0090,2026-04-14T20:44:00,110.97,4.72,outstanding,,,bill_due
A-00295,W-0064,2026-05-25T16:25:00,41.2,0.0,repaid,2026-06-05T16:25:00,bank,transport
A-00296,W-0128,2026-04-13T16:49:00,109.58,4.66,repaid,2026-04-23T16:49:00,payroll,other
A-00297,W-0066,2026-05-18T22:43:00,129.89,5.52,repaid,2026-05-29T22:43:00,bank,other
A-00298,W-0148,2026-05-20T17:31:00,43.84,1.99,outstanding,,,shortfall
A-00299,W-0184,2026-06-24T22:10:00,39.24,1.99,cancelled,,,emergency
A-00300,W-0037,2026-04-23T20:51:00,20.0,1.99,cancelled,,,groceries
A-00301,W-0039,2026-06-29T11:00:00,34.52,1.99,outstanding,,,shortfall
A-00302,W-0210,2026-06-11T22:18:00,79.47,3.38,cancelled,,,other
A-00303,W-0208,2026-04-05T09:12:00,69.8,2.97,repaid,2026-04-10T09:12:00,payroll,shortfall
A-00304,W-0195,2026-04-13T15:45:00,61.37,0.0,repaid,2026-04-18T15:45:00,payroll,transport
A-00305,W-0102,2026-06-25T16:35:00,46.74,1.99,repaid,2026-07-01T16:35:00,payroll,emergency
A-00306,W-0144,2026-05-18T15:51:00,49.89,2.12,repaid,2026-05-20T15:51:00,next_advance,bill_due
A-00307,W-0162,2026-04-28T18:38:00,61.31,0.0,repaid,2026-05-10T18:38:00,next_advance,shortfall
A-00308,W-0196,2026-06-15T13:45:00,48.19,2.05,outstanding,,,emergency
A-00309,W-0150,2026-04-01T17:32:00,56.91,2.42,repaid,2026-04-12T17:32:00,payroll,emergency
A-00310,W-0006,2026-06-13T08:47:00,33.77,1.99,repaid,2026-06-21T08:47:00,next_advance,shortfall
A-00311,W-0098,2026-04-12T22:28:00,55.48,2.36,repaid,2026-04-24T22:28:00,payroll,groceries
A-00312,W-0148,2026-04-15T12:09:00,41.57,1.99,repaid,2026-04-27T12:09:00,payroll,groceries
A-00313,W-0146,2026-05-19T12:14:00,67.16,2.85,repaid,2026-05-21T12:14:00,bank,shortfall
A-00314,W-0069,2026-04-07T15:43:00,59.01,2.51,repaid,2026-04-12T15:43:00,payroll,groceries
A-00315,W-0169,2026-04-27T15:10:00,85.22,3.62,repaid,2026-05-05T15:10:00,payroll,groceries
A-00316,W-0160,2026-04-16T17:41:00,36.24,0.0,repaid,2026-04-20T17:41:00,payroll,shortfall
A-00317,W-0057,2026-04-29T14:22:00,51.52,2.19,repaid,2026-05-01T14:22:00,next_advance,transport
A-00318,W-0179,2026-06-04T18:04:00,115.4,4.9,outstanding,,,bill_due
A-00319,W-0079,2026-04-07T07:12:00,41.9,1.99,repaid,2026-04-16T07:12:00,next_advance,emergency
A-00320,W-0101,2026-05-29T22:17:00,90.12,3.83,repaid,2026-06-09T22:17:00,bank,transport
A-00321,W-0121,2026-04-19T07:40:00,25.46,1.99,repaid,2026-04-27T07:40:00,next_advance,groceries
A-00322,W-0002,2026-05-02T21:39:00,83.77,3.56,repaid,2026-05-07T21:39:00,payroll,emergency
A-00323,W-0102,2026-04-16T13:55:00,72.64,0.0,repaid,2026-04-18T13:55:00,bank,other
A-00324,W-0207,2026-06-26T17:45:00,48.64,2.07,repaid,2026-07-10T17:45:00,payroll,bill_due
A-00325,W-0055,2026-04-03T17:30:00,78.39,0.0,repaid,2026-04-11T17:30:00,next_advance,transport
A-00326,W-0092,2026-05-24T12:09:00,38.83,1.99,repaid,2026-06-01T12:09:00,payroll,other
A-00327,W-0109,2026-07-04T11:40:00,63.84,2.71,repaid,2026-07-07T11:40:00,bank,emergency
A-00328,W-0110,2026-04-10T19:37:00,51.55,2.19,repaid,2026-04-13T19:37:00,payroll,emergency
A-00329,W-0016,2026-04-08T15:43:00,37.83,1.99,repaid,2026-04-17T15:43:00,bank,shortfall
A-00330,W-0031,2026-04-08T21:17:00,57.63,0.0,repaid,2026-04-19T21:17:00,bank,groceries
A-00331,W-0107,2026-06-24T19:18:00,24.13,1.99,repaid,2026-06-30T19:18:00,payroll,shortfall
A-00332,W-0014,2026-05-19T09:01:00,77.96,3.31,repaid,2026-05-26T09:01:00,next_advance,other
A-00333,W-0167,2026-06-05T19:31:00,44.9,1.99,repaid,2026-06-16T19:31:00,payroll,other
A-00334,W-0090,2026-06-30T19:58:00,69.57,2.96,repaid,2026-07-10T19:58:00,payroll,other
A-00335,W-0056,2026-06-27T17:02:00,118.41,5.03,repaid,2026-07-10T17:02:00,next_advance,shortfall
A-00336,W-0214,2026-05-17T11:57:00,85.59,3.64,repaid,2026-05-19T11:57:00,next_advance,groceries
A-00337,W-0196,2026-04-08T21:35:00,128.2,5.45,repaid,2026-04-21T21:35:00,next_advance,emergency
A-00338,W-0155,2026-05-11T14:28:00,158.3,6.73,repaid,2026-05-20T14:28:00,next_advance,bill_due
A-00339,W-0040,2026-04-07T17:18:00,31.16,1.99,outstanding,,,emergency
A-00340,W-0021,2026-05-31T13:44:00,71.61,3.04,repaid,2026-06-11T13:44:00,next_advance,other
A-00341,W-0130,2026-05-10T08:20:00,89.36,3.8,outstanding,,,shortfall
A-00342,W-0193,2026-05-07T21:28:00,47.51,2.02,outstanding,,,groceries
A-00343,W-0077,2026-05-04T08:28:00,47.6,2.02,repaid,2026-05-11T08:28:00,next_advance,transport
A-00344,W-0108,2026-06-02T13:37:00,47.86,0.0,repaid,2026-06-16T13:37:00,payroll,bill_due
A-00345,W-0184,2026-04-06T21:53:00,126.13,5.36,repaid,2026-04-20T21:53:00,next_advance,transport
A-00346,W-0185,2026-04-06T14:29:00,62.17,2.64,repaid,2026-04-18T14:29:00,payroll,transport
A-00347,W-0044,2026-05-31T12:32:00,49.7,2.11,repaid,2026-06-02T12:32:00,payroll,groceries
A-00348,W-0016,2026-05-07T12:33:00,40.83,1.99,repaid,2026-05-10T12:33:00,next_advance,groceries
A-00349,W-0017,2026-04-14T21:48:00,95.22,4.05,repaid,2026-04-22T21:48:00,next_advance,other
A-00350,W-0207,2026-06-24T07:27:00,31.12,1.99,repaid,2026-07-05T07:27:00,payroll,emergency
A-00351,W-0125,2026-05-22T21:45:00,53.74,2.28,repaid,2026-06-01T21:45:00,next_advance,emergency
A-00352,W-0039,2026-07-04T18:09:00,89.92,0.0,repaid,2026-07-10T18:09:00,bank,other
A-00353,W-0174,2026-04-16T17:21:00,40.44,1.99,repaid,2026-04-18T17:21:00,next_advance,other
A-00354,W-0128,2026-06-06T09:02:00,35.36,1.99,outstanding,,,shortfall
A-00355,W-0116,2026-06-26T08:19:00,30.64,1.99,repaid,2026-07-03T08:19:00,payroll,emergency
A-00356,W-0122,2026-06-15T21:27:00,29.81,1.99,repaid,2026-06-25T21:27:00,next_advance,bill_due
A-00357,W-0062,2026-05-29T18:40:00,66.58,2.83,repaid,2026-06-03T18:40:00,payroll,other
A-00358,W-0190,2026-05-22T07:57:00,47.82,2.03,repaid,2026-05-26T07:57:00,next_advance,other
A-00359,W-0198,2026-06-09T21:48:00,38.17,1.99,repaid,2026-06-13T21:48:00,next_advance,shortfall
A-00360,W-0117,2026-05-02T19:28:00,43.89,1.99,repaid,2026-05-13T19:28:00,next_advance,emergency
A-00361,W-0095,2026-06-16T22:32:00,23.26,1.99,repaid,2026-06-27T22:32:00,next_advance,transport
A-00362,W-0111,2026-04-07T12:43:00,73.16,3.11,repaid,2026-04-19T12:43:00,bank,groceries
A-00363,W-0148,2026-04-30T08:14:00,60.23,2.56,repaid,2026-05-13T08:14:00,next_advance,other
A-00364,W-0206,2026-06-02T09:22:00,100.8,4.28,repaid,2026-06-16T09:22:00,bank,groceries
A-00365,W-0215,2026-07-01T08:36:00,51.5,0.0,outstanding,,,emergency
A-00366,W-0010,2026-06-23T08:52:00,83.11,3.53,repaid,2026-06-28T08:52:00,next_advance,bill_due
A-00367,W-0149,2026-07-04T07:10:00,81.86,0.0,cancelled,,,shortfall
A-00368,W-0206,2026-05-29T07:33:00,28.88,1.99,repaid,2026-06-07T07:33:00,next_advance,shortfall
A-00369,W-0176,2026-04-03T18:44:00,23.96,1.99,repaid,2026-04-11T18:44:00,next_advance,other
A-00370,W-0090,2026-05-27T13:47:00,95.08,4.04,repaid,2026-05-29T13:47:00,payroll,groceries
A-00371,W-0132,2026-05-10T20:34:00,32.48,1.99,outstanding,,,transport
A-00372,W-0121,2026-06-03T17:35:00,27.75,1.99,repaid,2026-06-08T17:35:00,bank,other
A-00373,W-0183,2026-06-13T20:08:00,63.06,2.68,repaid,2026-06-21T20:08:00,next_advance,transport
A-00374,W-0155,2026-06-17T15:26:00,35.87,0.0,outstanding,,,bill_due
A-00375,W-0213,2026-07-01T09:31:00,62.64,2.66,repaid,2026-07-07T09:31:00,next_advance,bill_due
A-00376,W-0210,2026-05-01T11:00:00,41.08,1.99,repaid,2026-05-07T11:00:00,payroll,emergency
A-00377,W-0033,2026-05-29T21:06:00,33.03,0.0,outstanding,,,other
A-00378,W-0208,2026-04-06T17:48:00,40.99,1.99,repaid,2026-04-14T17:48:00,next_advance,emergency
A-00379,W-0150,2026-04-13T08:33:00,128.06,5.44,repaid,2026-04-27T08:33:00,bank,shortfall
A-00380,W-0186,2026-05-03T14:09:00,79.46,3.38,repaid,2026-05-08T14:09:00,bank,transport
A-00381,W-0192,2026-05-11T16:31:00,135.91,5.78,repaid,2026-05-23T16:31:00,bank,groceries
A-00382,W-0144,2026-04-21T20:23:00,33.88,1.99,repaid,2026-04-25T20:23:00,bank,emergency
A-00383,W-0207,2026-06-20T22:44:00,74.11,0.0,repaid,2026-06-30T22:44:00,payroll,other
A-00384,W-0168,2026-04-28T20:56:00,78.22,3.32,repaid,2026-05-03T20:56:00,bank,emergency
A-00385,W-0013,2026-04-25T07:56:00,79.61,0.0,repaid,2026-05-02T07:56:00,payroll,shortfall
A-00386,W-0051,2026-06-12T11:45:00,71.0,0.0,outstanding,,,groceries
A-00387,W-0072,2026-04-23T13:43:00,56.81,0.0,repaid,2026-05-05T13:43:00,payroll,other
A-00388,W-0188,2026-04-27T13:05:00,101.74,4.32,repaid,2026-05-08T13:05:00,payroll,emergency
A-00389,W-0125,2026-06-19T19:53:00,99.39,4.22,repaid,2026-06-22T19:53:00,bank,other
A-00390,W-0011,2026-05-21T20:42:00,35.52,1.99,repaid,2026-06-04T20:42:00,next_advance,transport
A-00391,W-0203,2026-06-02T20:16:00,135.73,5.77,repaid,2026-06-06T20:16:00,next_advance,bill_due
A-00392,W-0171,2026-06-07T09:45:00,80.91,3.44,repaid,2026-06-16T09:45:00,next_advance,groceries
A-00393,W-0107,2026-04-03T18:51:00,43.71,1.99,repaid,2026-04-10T18:51:00,payroll,other
A-00394,W-0207,2026-04-30T20:08:00,62.13,2.64,repaid,2026-05-03T20:08:00,payroll,emergency
A-00395,W-0217,2026-04-26T11:45:00,30.75,1.99,repaid,2026-05-08T11:45:00,bank,other
A-00396,W-0011,2026-05-14T14:25:00,64.0,2.72,repaid,2026-05-21T14:25:00,next_advance,transport
A-00397,W-0219,2026-05-05T10:05:00,20.0,0.0,repaid,2026-05-10T10:05:00,bank,other
A-00398,W-0088,2026-05-01T18:17:00,50.29,2.14,repaid,2026-05-07T18:17:00,next_advance,groceries
A-00399,W-0157,2026-05-10T07:33:00,50.29,2.14,repaid,2026-05-20T07:33:00,bank,emergency
A-00400,W-0041,2026-04-03T20:53:00,56.97,2.42,repaid,2026-04-16T20:53:00,bank,bill_due
A-00401,W-0095,2026-06-04T07:49:00,53.53,2.28,repaid,2026-06-11T07:49:00,bank,bill_due
A-00402,W-0031,2026-04-04T07:03:00,52.16,2.22,repaid,2026-04-15T07:03:00,bank,emergency
A-00403,W-0111,2026-06-20T10:59:00,49.1,2.09,repaid,2026-06-26T10:59:00,next_advance,emergency
A-00404,W-0072,2026-06-13T21:04:00,96.42,4.1,repaid,2026-06-25T21:04:00,next_advance,emergency
A-00405,W-0188,2026-06-16T15:58:00,73.11,3.11,repaid,2026-06-20T15:58:00,next_advance,groceries
A-00406,W-0184,2026-05-11T17:24:00,78.02,3.32,repaid,2026-05-17T17:24:00,bank,groceries
A-00407,W-0080,2026-04-23T21:08:00,50.95,2.17,repaid,2026-04-28T21:08:00,next_advance,groceries
A-00408,W-0005,2026-06-04T10:05:00,74.76,3.18,repaid,2026-06-15T10:05:00,payroll,bill_due
A-00409,W-0095,2026-07-05T10:44:00,55.04,2.34,outstanding,,,other
A-00410,W-0134,2026-04-01T19:05:00,126.54,5.38,repaid,2026-04-03T19:05:00,next_advance,bill_due
A-00411,W-0188,2026-06-13T16:17:00,119.86,5.09,repaid,2026-06-23T16:17:00,bank,bill_due
A-00412,W-0020,2026-06-13T13:54:00,90.81,3.86,repaid,2026-06-23T13:54:00,payroll,transport
A-00413,W-0123,2026-04-18T10:51:00,55.48,2.36,repaid,2026-04-26T10:51:00,bank,transport
A-00414,W-0125,2026-06-16T13:37:00,78.61,3.34,repaid,2026-06-19T13:37:00,payroll,transport
A-00415,W-0197,2026-06-19T18:19:00,45.92,1.99,repaid,2026-06-23T18:19:00,payroll,groceries
A-00416,W-0109,2026-05-12T16:05:00,32.85,0.0,repaid,2026-05-17T16:05:00,next_advance,bill_due
A-00417,W-0040,2026-06-09T13:56:00,89.83,3.82,outstanding,,,emergency
A-00418,W-0051,2026-06-07T21:47:00,34.29,1.99,repaid,2026-06-20T21:47:00,payroll,emergency
A-00419,W-0169,2026-06-04T19:19:00,64.14,2.73,repaid,2026-06-13T19:19:00,payroll,transport
A-00420,W-0133,2026-06-25T08:33:00,34.8,0.0,repaid,2026-07-05T08:33:00,payroll,emergency
A-00421,W-0214,2026-04-01T17:50:00,70.22,2.98,repaid,2026-04-07T17:50:00,payroll,shortfall
A-00422,W-0131,2026-05-08T10:24:00,48.82,2.07,repaid,2026-05-13T10:24:00,bank,shortfall
A-00423,W-0068,2026-04-22T19:46:00,75.94,3.23,outstanding,,,transport
A-00424,W-0045,2026-06-12T09:11:00,163.55,6.95,repaid,2026-06-19T09:11:00,bank,transport
A-00425,W-0058,2026-04-11T13:44:00,39.26,1.99,outstanding,,,other
A-00426,W-0210,2026-05-25T21:24:00,58.6,2.49,cancelled,,,groceries
A-00427,W-0192,2026-05-25T20:41:00,43.67,1.99,repaid,2026-06-08T20:41:00,payroll,emergency
A-00428,W-0153,2026-04-06T17:49:00,41.68,1.99,repaid,2026-04-18T17:49:00,next_advance,emergency
A-00429,W-0053,2026-04-12T10:03:00,155.06,6.59,repaid,2026-04-17T10:03:00,next_advance,bill_due
A-00430,W-0215,2026-07-05T09:24:00,51.24,2.18,repaid,2026-07-14T09:24:00,next_advance,bill_due
A-00431,W-0198,2026-05-09T11:50:00,92.24,0.0,repaid,2026-05-13T11:50:00,bank,shortfall
A-00432,W-0081,2026-06-15T14:13:00,81.15,3.45,repaid,2026-06-25T14:13:00,bank,shortfall
A-00433,W-0214,2026-05-12T09:59:00,30.76,1.99,repaid,2026-05-18T09:59:00,next_advance,transport
A-00434,W-0083,2026-04-04T14:11:00,56.0,2.38,repaid,2026-04-15T14:11:00,next_advance,other
A-00435,W-0117,2026-04-18T22:21:00,75.02,0.0,repaid,2026-04-22T22:21:00,next_advance,emergency
A-00436,W-0117,2026-07-01T09:29:00,43.14,1.99,repaid,2026-07-09T09:29:00,next_advance,emergency
A-00437,W-0121,2026-06-01T13:31:00,48.07,2.04,repaid,2026-06-10T13:31:00,next_advance,emergency
A-00438,W-0077,2026-05-09T22:37:00,61.43,2.61,repaid,2026-05-14T22:37:00,payroll,transport
A-00439,W-0021,2026-04-07T07:41:00,37.33,1.99,repaid,2026-04-09T07:41:00,next_advance,groceries
A-00440,W-0067,2026-06-05T21:41:00,67.96,2.89,repaid,2026-06-15T21:41:00,next_advance,other
A-00441,W-0183,2026-05-17T21:11:00,41.67,1.99,repaid,2026-05-31T21:11:00,payroll,bill_due
A-00442,W-0116,2026-05-18T20:57:00,28.4,1.99,repaid,2026-05-27T20:57:00,next_advance,emergency
A-00443,W-0033,2026-06-22T22:54:00,42.77,1.99,repaid,2026-06-25T22:54:00,next_advance,emergency
A-00444,W-0140,2026-06-13T19:45:00,83.46,3.55,repaid,2026-06-19T19:45:00,payroll,shortfall
A-00445,W-0015,2026-05-17T11:07:00,66.55,0.0,repaid,2026-05-23T11:07:00,bank,other
A-00446,W-0061,2026-05-19T17:49:00,71.67,3.05,repaid,2026-06-02T17:49:00,bank,emergency
A-00447,W-0209,2026-04-14T19:23:00,47.72,0.0,repaid,2026-04-21T19:23:00,bank,shortfall
A-00448,W-0115,2026-06-01T15:18:00,95.43,4.06,repaid,2026-06-04T15:18:00,bank,transport
A-00449,W-0045,2026-06-27T16:58:00,105.9,4.5,repaid,2026-07-01T16:58:00,payroll,shortfall
A-00450,W-0077,2026-07-01T08:21:00,39.67,0.0,repaid,2026-07-15T08:21:00,bank,transport
A-00451,W-0206,2026-06-07T17:08:00,58.75,0.0,repaid,2026-06-21T17:08:00,next_advance,emergency
A-00452,W-0079,2026-06-23T07:59:00,34.21,1.99,repaid,2026-07-01T07:59:00,next_advance,groceries
A-00453,W-0103,2026-07-05T21:09:00,60.46,2.57,repaid,2026-07-10T21:09:00,next_advance,emergency
A-00454,W-0079,2026-04-20T18:27:00,30.12,1.99,repaid,2026-04-23T18:27:00,bank,shortfall
A-00455,W-0137,2026-04-21T10:14:00,53.27,2.26,repaid,2026-04-30T10:14:00,bank,emergency
A-00456,W-0096,2026-06-26T13:30:00,81.42,0.0,outstanding,,,bill_due
A-00457,W-0050,2026-06-16T14:44:00,50.05,2.13,repaid,2026-06-18T14:44:00,bank,emergency
A-00458,W-0012,2026-06-07T12:57:00,28.55,1.99,repaid,2026-06-18T12:57:00,bank,emergency
A-00459,W-0118,2026-05-14T21:57:00,26.78,1.99,repaid,2026-05-28T21:57:00,payroll,groceries
A-00460,W-0161,2026-05-27T08:33:00,44.14,1.99,repaid,2026-05-29T08:33:00,payroll,emergency
A-00461,W-0012,2026-04-12T17:06:00,30.74,1.99,repaid,2026-04-25T17:06:00,bank,bill_due
A-00462,W-0126,2026-06-19T17:17:00,65.09,2.77,repaid,2026-07-02T17:17:00,bank,groceries
A-00463,W-0103,2026-06-03T10:00:00,91.92,3.91,repaid,2026-06-14T10:00:00,next_advance,emergency
A-00464,W-0123,2026-06-25T20:27:00,59.81,2.54,repaid,2026-06-28T20:27:00,bank,bill_due
A-00465,W-0110,2026-07-03T20:12:00,77.11,3.28,repaid,2026-07-15T20:12:00,payroll,shortfall
A-00466,W-0070,2026-06-19T08:36:00,108.97,4.63,repaid,2026-06-23T08:36:00,payroll,bill_due
A-00467,W-0180,2026-04-24T16:15:00,36.61,0.0,repaid,2026-05-03T16:15:00,bank,transport
A-00468,W-0167,2026-05-10T16:42:00,57.78,2.46,outstanding,,,other
A-00469,W-0170,2026-06-04T19:42:00,43.38,1.99,repaid,2026-06-13T19:42:00,next_advance,emergency
A-00470,W-0208,2026-05-11T13:58:00,70.34,2.99,repaid,2026-05-16T13:58:00,payroll,other
A-00471,W-0122,2026-04-03T07:16:00,40.5,1.99,outstanding,,,transport
A-00472,W-0021,2026-06-21T11:49:00,43.47,1.99,repaid,2026-07-05T11:49:00,next_advance,shortfall
A-00473,W-0189,2026-05-25T11:39:00,45.15,0.0,repaid,2026-06-04T11:39:00,payroll,other
A-00474,W-0103,2026-04-12T12:31:00,54.26,2.31,repaid,2026-04-14T12:31:00,bank,other
A-00475,W-0131,2026-04-06T17:09:00,85.71,3.64,outstanding,,,other
A-00476,W-0191,2026-04-26T22:54:00,81.77,3.48,repaid,2026-05-02T22:54:00,bank,other
A-00477,W-0072,2026-06-04T10:27:00,61.48,2.61,repaid,2026-06-08T10:27:00,payroll,shortfall
A-00478,W-0003,2026-04-13T21:20:00,54.33,2.31,repaid,2026-04-17T21:20:00,next_advance,shortfall
A-00479,W-0063,2026-05-10T12:49:00,72.91,0.0,repaid,2026-05-17T12:49:00,payroll,other
A-00480,W-0150,2026-06-02T22:32:00,105.96,4.5,repaid,2026-06-09T22:32:00,payroll,other
A-00481,W-0076,2026-04-19T09:38:00,66.46,2.82,repaid,2026-04-28T09:38:00,next_advance,transport
A-00482,W-0016,2026-05-16T09:37:00,55.54,2.36,repaid,2026-05-21T09:37:00,next_advance,emergency
A-00483,W-0060,2026-04-10T14:30:00,114.38,4.86,repaid,2026-04-24T14:30:00,next_advance,bill_due
A-00484,W-0155,2026-07-05T18:19:00,27.97,1.99,repaid,2026-07-14T18:19:00,next_advance,shortfall
A-00485,W-0083,2026-05-13T09:39:00,91.23,3.88,repaid,2026-05-15T09:39:00,next_advance,emergency
A-00486,W-0121,2026-04-05T10:29:00,79.95,3.4,repaid,2026-04-12T10:29:00,next_advance,other
A-00487,W-0181,2026-05-09T12:19:00,40.31,1.99,repaid,2026-05-16T12:19:00,next_advance,other
A-00488,W-0190,2026-05-14T22:27:00,62.59,0.0,repaid,2026-05-17T22:27:00,bank,transport
A-00489,W-0021,2026-05-10T07:27:00,56.39,2.4,repaid,2026-05-13T07:27:00,bank,bill_due
A-00490,W-0073,2026-04-17T15:02:00,50.44,2.14,repaid,2026-04-21T15:02:00,bank,bill_due
A-00491,W-0082,2026-04-07T14:34:00,45.22,0.0,outstanding,,,shortfall
A-00492,W-0211,2026-05-30T20:55:00,128.15,5.45,repaid,2026-06-10T20:55:00,bank,shortfall
A-00493,W-0126,2026-05-17T20:51:00,66.69,2.83,repaid,2026-05-30T20:51:00,bank,transport
A-00494,W-0056,2026-06-15T07:01:00,71.28,0.0,outstanding,,,bill_due
A-00495,W-0161,2026-05-14T11:36:00,41.93,1.99,outstanding,,,groceries
A-00496,W-0119,2026-04-10T11:53:00,48.71,2.07,repaid,2026-04-20T11:53:00,payroll,groceries
A-00497,W-0069,2026-05-25T15:24:00,31.26,1.99,repaid,2026-06-02T15:24:00,next_advance,shortfall
A-00498,W-0147,2026-06-27T15:30:00,46.04,1.99,repaid,2026-07-10T15:30:00,payroll,emergency
A-00499,W-0121,2026-04-11T17:47:00,106.82,0.0,repaid,2026-04-25T17:47:00,next_advance,bill_due
A-00500,W-0023,2026-05-09T09:57:00,51.48,2.19,repaid,2026-05-22T09:57:00,next_advance,transport
A-00501,W-0031,2026-04-29T17:38:00,94.08,4.0,repaid,2026-05-10T17:38:00,payroll,groceries
A-00502,W-0135,2026-04-07T12:34:00,42.55,1.99,repaid,2026-04-13T12:34:00,next_advance,other
A-00503,W-0168,2026-05-15T07:57:00,77.18,3.28,outstanding,,,shortfall
A-00504,W-0012,2026-05-16T21:07:00,54.68,2.32,repaid,2026-05-29T21:07:00,next_advance,transport
A-00505,W-0203,2026-05-18T21:43:00,51.73,2.2,repaid,2026-05-28T21:43:00,next_advance,bill_due
A-00506,W-0211,2026-04-04T22:38:00,59.3,0.0,repaid,2026-04-15T22:38:00,payroll,other
A-00507,W-0137,2026-04-12T08:21:00,53.92,0.0,outstanding,,,transport
A-00508,W-0009,2026-04-02T21:25:00,61.39,2.61,outstanding,,,groceries
A-00509,W-0137,2026-05-10T18:40:00,60.1,2.55,repaid,2026-05-19T18:40:00,next_advance,transport
A-00510,W-0196,2026-04-07T08:29:00,47.29,0.0,repaid,2026-04-13T08:29:00,next_advance,bill_due
A-00511,W-0110,2026-04-21T19:26:00,36.85,1.99,repaid,2026-05-03T19:26:00,next_advance,bill_due
A-00512,W-0048,2026-05-16T11:52:00,55.7,2.37,outstanding,,,shortfall
A-00513,W-0197,2026-05-30T20:41:00,43.74,1.99,repaid,2026-06-01T20:41:00,next_advance,emergency
A-00514,W-0213,2026-07-05T17:29:00,36.73,1.99,repaid,2026-07-08T17:29:00,bank,bill_due
A-00515,W-0110,2026-06-07T07:13:00,63.37,2.69,repaid,2026-06-21T07:13:00,payroll,emergency
A-00516,W-0015,2026-04-10T12:31:00,29.85,1.99,repaid,2026-04-19T12:31:00,bank,transport
A-00517,W-0187,2026-05-06T08:24:00,40.45,1.99,repaid,2026-05-11T08:24:00,payroll,transport
A-00518,W-0187,2026-05-06T10:13:00,34.98,1.99,outstanding,,,groceries
