worker_id,week_start,income_cad,expense_cad,essential_expense_cad,net_cashflow_cad,advances_count,advances_amount_cad,advance_fees_cad,ending_balance_cad,buffer_days_estimate,negative_balance_flag
W-0048,2026-06-15,1129.64,397.06,268.21,732.58,0,0,0,9035.81,461.52,0
W-0048,2026-06-22,415.15,198.3,30.31,216.85,0,0,0,9469.02,86.03,0
W-0048,2026-06-29,410.39,173.21,120.77,237.18,0,0,0,9929.79,14700.31,0
W-0049,2026-03-30,159.3,216.28,179.25,-56.98,0,0,0,5634.67,-7.11,0
W-0049,2026-04-06,781.45,378.29,44.74,403.16,0,0,0,5895.0,121.51,0
W-0049,2026-04-13,1044.24,623.21,530.08,421.03,0,0,0,6121.94,66.13,0
W-0049,2026-04-20,884.82,335.16,108.39,549.66,0,0,0,7008.52,731.81,0
W-0049,2026-04-27,647.99,171.93,85.32,476.06,0,0,0,7484.58,24.17,0
W-0049,2026-05-04,798.62,298.55,146.71,500.07,0,0,0,7826.63,215.3,0
W-0049,2026-05-11,837.55,568.02,467.62,269.53,0,0,0,8254.18,39.64,0
W-0049,2026-05-18,731.33,285.9,120.28,445.43,0,0,0,8400.68,368.0,0
W-0049,2026-05-25,519.81,128.76,0.0,391.05,0,0,0,9090.66,,0
W-0049,2026-06-01,1187.17,407.15,308.35,780.02,0,0,0,9319.91,615.86,0
W-0049,2026-06-08,786.1,210.79,44.4,575.31,0,0,0,10445.99,671.49,0
W-0049,2026-06-15,317.97,706.58,523.03,-388.61,0,0,0,10057.38,6167.52,0
W-0049,2026-06-22,182.85,270.48,89.48,-87.63,0,0,0,9969.75,,0
W-0049,2026-06-29,326.52,590.63,565.72,-264.11,0,0,0,9705.64,-39.66,0
W-0050,2026-03-30,665.49,2039.45,1926.47,-1373.96,0,0,0,3866.43,430.55,0
W-0050,2026-04-06,1153.89,422.24,193.24,731.65,1,82.14,3.49,4950.38,272.78,0
W-0050,2026-04-13,1115.49,304.44,171.09,811.05,0,0,0,5546.84,152.95,0
W-0050,2026-04-20,889.7,186.96,0.0,702.74,0,0,0,6238.29,8032.0,0
W-0050,2026-04-27,853.23,1893.66,1834.65,-1040.43,0,0,0,5249.1,,0
W-0050,2026-05-04,453.66,458.99,119.89,-5.33,0,0,0,5418.41,,0
W-0050,2026-05-11,613.03,176.4,0.0,436.63,0,0,0,5855.04,1218.02,0
W-0050,2026-05-18,1011.42,246.47,38.9,764.95,0,0,0,6430.64,107.58,0
W-0050,2026-05-25,839.41,266.45,132.03,572.96,0,0,0,6956.08,97.21,0
W-0050,2026-06-01,941.83,1964.59,1826.44,-1022.76,0,0,0,5931.5,67.04,0
W-0050,2026-06-08,1113.73,328.7,112.23,785.03,0,0,0,6733.29,99.31,0
W-0050,2026-06-15,1238.52,49.36,0.0,1189.16,1,50.05,2.13,7776.81,73.09,0
W-0050,2026-06-22,969.25,215.65,57.2,753.6,0,0,0,8610.47,,0
W-0050,2026-06-29,212.29,2006.78,1825.99,-1794.49,0,0,0,7153.54,561.13,0
W-0051,2026-03-30,132.83,2377.24,2285.27,-2244.41,1,36.43,1.99,620.2,352.3,0
W-0051,2026-04-06,988.35,160.07,94.2,828.28,0,0,0,1249.54,318.39,0
W-0051,2026-04-13,329.92,136.03,91.98,193.89,0,0,0,1642.37,589.66,0
W-0051,2026-04-20,922.52,466.05,345.1,456.47,0,0,0,1712.42,96.93,0
W-0051,2026-04-27,690.7,2361.1,2201.6,-1670.4,0,0,0,242.57,287.36,0
W-0051,2026-05-04,420.43,594.39,517.21,-173.96,0,0,0,254.48,33.19,0
W-0051,2026-05-11,1075.72,119.14,0.0,956.58,0,0,0,1017.33,9709.82,0
W-0051,2026-05-18,820.49,443.45,441.42,377.04,1,47.8,2.03,1311.51,288.56,0
W-0051,2026-05-25,982.2,197.79,0.0,784.41,0,0,0,2100.98,555.83,0
W-0051,2026-06-01,569.74,2796.75,2624.22,-2227.01,1,34.29,1.99,99.58,649.62,0
W-0051,2026-06-08,536.44,115.6,81.3,420.84,1,71.0,0.0,719.43,190.92,0
W-0051,2026-06-15,864.56,492.42,360.26,372.14,1,83.2,3.54,830.63,,0
W-0051,2026-06-22,801.84,188.0,58.37,613.84,0,0,0,1788.61,395.53,0
W-0051,2026-06-29,129.38,2820.93,2692.82,-2691.55,0,0,0,-902.94,64.71,1
W-0052,2026-03-30,933.74,241.23,106.34,692.51,0,0,0,6684.86,603.95,0
W-0052,2026-04-06,1172.44,209.1,164.8,963.34,0,0,0,7633.47,85.96,0
W-0052,2026-04-13,661.88,334.05,310.63,327.83,0,0,0,7939.67,25.95,0
W-0052,2026-04-20,1326.98,100.94,59.11,1226.04,0,0,0,9188.91,99.49,0
W-0052,2026-04-27,1078.56,174.6,29.52,903.96,0,0,0,10114.99,-40.19,0
W-0052,2026-05-04,1275.44,443.34,170.91,832.1,0,0,0,10726.35,213.7,0
W-0052,2026-05-11,231.64,429.16,274.45,-197.52,0,0,0,10946.42,274.16,0
W-0052,2026-05-18,985.66,236.83,59.11,748.83,0,0,0,11695.25,107.45,0
W-0052,2026-05-25,668.07,111.62,43.75,556.45,0,0,0,12251.7,519.07,0
W-0052,2026-06-01,1156.41,64.06,34.27,1092.35,0,0,0,12880.04,,0
W-0052,2026-06-08,1049.5,477.04,435.71,572.46,0,0,0,13538.62,688.3,0
W-0052,2026-06-15,926.91,392.08,285.89,534.83,0,0,0,14212.04,,0
W-0052,2026-06-22,953.17,392.48,109.37,560.69,0,0,0,14538.86,650.22,0
W-0052,2026-06-29,207.4,178.32,56.03,29.08,0,0,0,15041.11,9.27,0
W-0053,2026-03-30,167.6,244.7,207.07,-77.1,0,0,0,1692.91,-45.96,0
W-0053,2026-04-06,792.32,147.91,0.0,644.41,2,267.05,11.35,2470.01,75.02,0
W-0053,2026-04-13,486.35,382.64,177.51,103.71,0,0,0,2706.77,,0
W-0053,2026-04-20,480.52,143.94,109.11,336.58,0,0,0,3052.71,50.46,0
W-0053,2026-04-27,583.03,254.69,61.55,328.34,0,0,0,3540.6,743.14,0
W-0053,2026-05-04,796.13,392.2,285.42,403.93,0,0,0,3944.53,112.61,0
W-0053,2026-05-11,1017.75,77.01,77.01,940.74,0,0,0,4733.03,,0
W-0053,2026-05-18,985.95,443.93,214.0,542.02,0,0,0,5427.29,62.49,0
W-0053,2026-05-25,643.5,169.75,65.69,473.75,0,0,0,5728.92,-11.31,0
W-0053,2026-06-01,979.91,299.44,235.94,680.47,0,0,0,6406.02,390.26,0
W-0053,2026-06-08,483.75,159.15,0.0,324.6,0,0,0,6906.11,60.86,0
W-0053,2026-06-15,625.71,493.63,288.93,132.08,0,0,0,7038.19,28.89,0
W-0053,2026-06-22,594.61,191.4,0.0,403.21,0,0,0,7441.4,337.23,0
W-0053,2026-06-29,322.32,452.29,331.29,-129.97,0,0,0,7311.43,-32.28,0
W-0054,2026-03-30,1055.87,895.5,825.58,160.37,0,0,0,5113.95,-12.74,0
W-0054,2026-04-06,1097.56,256.25,147.72,841.31,0,0,0,5955.26,403.88,0
W-0054,2026-04-13,1169.83,341.27,170.03,828.56,0,0,0,6575.25,48.2,0
W-0054,2026-04-20,652.28,169.72,95.32,482.56,0,0,0,7266.38,15255.58,0
W-0054,2026-04-27,818.35,1095.93,799.07,-277.58,0,0,0,6785.11,80.09,0
W-0054,2026-05-04,594.6,281.62,80.12,312.98,0,0,0,7301.78,447.61,0
W-0054,2026-05-11,846.42,217.82,0.0,628.6,0,0,0,7718.25,475.53,0
W-0054,2026-05-18,421.08,435.86,159.63,-14.78,0,0,0,7915.6,271.56,0
W-0054,2026-05-25,1102.46,84.36,0.0,1018.1,0,0,0,8720.37,683.98,0
W-0054,2026-06-01,1288.26,931.5,845.26,356.76,0,0,0,8814.85,106.51,0
W-0054,2026-06-08,667.01,267.94,126.93,399.07,0,0,0,9478.81,416.68,0
W-0054,2026-06-15,389.67,141.72,131.21,247.95,0,0,0,9755.74,209.67,0
W-0054,2026-06-22,1476.75,416.06,254.18,1060.69,0,0,0,10754.24,28.03,0
W-0054,2026-06-29,196.7,932.03,799.07,-735.33,0,0,0,10262.84,522.09,0
W-0055,2026-03-30,556.18,2242.69,2214.9,-1686.51,1,78.39,0.0,3718.29,782.38,0
W-0055,2026-04-06,723.83,463.14,420.69,260.69,0,0,0,3978.98,,0
W-0055,2026-04-13,409.57,252.12,91.02,157.45,0,0,0,4136.43,,0
W-0055,2026-04-20,932.8,268.4,108.57,664.4,0,0,0,4800.83,30.62,0
W-0055,2026-04-27,913.78,2262.76,2195.93,-1348.98,0,0,0,3014.48,,0
W-0055,2026-05-04,747.48,222.98,105.63,524.5,0,0,0,3820.78,61.09,0
W-0055,2026-05-11,620.25,99.78,56.4,520.47,1,66.79,2.84,4563.61,,0
W-0055,2026-05-18,1101.96,149.56,78.62,952.4,1,88.55,3.76,5467.34,,0
W-0055,2026-05-25,1034.19,187.68,69.97,846.51,0,0,0,6233.34,571.51,0
W-0055,2026-06-01,689.13,2371.89,2227.45,-1682.76,0,0,0,4768.31,257.01,0
W-0055,2026-06-08,1324.86,294.59,125.06,1030.27,0,0,0,5223.26,81.08,0
W-0055,2026-06-15,302.93,267.59,58.97,35.34,0,0,0,5833.92,-5.98,0
W-0055,2026-06-22,668.94,141.96,34.93,526.98,0,0,0,6237.98,81.81,0
W-0055,2026-06-29,374.19,2470.92,2275.92,-2096.73,0,0,0,4264.17,,0
W-0056,2026-03-30,281.33,1570.58,1449.38,-1289.25,0,0,0,3046.75,-11.19,0
W-0056,2026-04-06,650.31,344.55,292.39,305.76,0,0,0,3527.82,104.38,0
W-0056,2026-04-13,597.22,753.2,521.16,-155.98,0,0,0,3371.84,,0
W-0056,2026-04-20,743.45,163.96,50.4,579.49,0,0,0,3773.83,603.39,0
W-0056,2026-04-27,496.42,1689.97,1471.48,-1193.55,1,45.51,0.0,2803.29,343.9,0
W-0056,2026-05-04,799.7,467.82,234.02,331.88,0,0,0,3135.17,157.3,0
W-0056,2026-05-11,602.18,867.86,516.24,-265.68,0,0,0,2575.9,698.91,0
W-0056,2026-05-18,518.16,317.32,73.26,200.84,0,0,0,3070.33,514.07,0
W-0056,2026-05-25,800.46,217.05,162.54,583.41,0,0,0,3493.32,779.77,0
W-0056,2026-06-01,575.08,1597.46,1473.79,-1022.38,1,46.89,0.0,2678.25,25.87,0
W-0056,2026-06-08,550.19,357.25,145.14,192.94,0,0,0,2739.9,,0
W-0056,2026-06-15,682.96,546.47,472.99,136.49,1,71.28,0.0,3078.96,6.51,0
W-0056,2026-06-22,900.96,273.36,114.29,627.6,1,118.41,5.03,3824.97,13320.39,0
W-0057,2026-03-30,585.59,229.13,25.69,356.46,0,0,0,931.1,211.19,0
W-0057,2026-04-06,633.27,325.41,105.42,307.86,0,0,0,1207.91,133.85,0
W-0057,2026-04-13,1170.33,516.15,414.76,654.18,0,0,0,2276.08,391.09,0
W-0057,2026-04-20,1083.47,344.6,86.28,738.87,0,0,0,3014.95,163.8,0
W-0057,2026-04-27,1076.61,200.31,98.89,876.3,1,51.52,2.19,3757.01,143.72,0
W-0057,2026-05-04,596.87,156.32,54.46,440.55,0,0,0,4383.32,,0
W-0057,2026-05-11,836.08,313.8,294.72,522.28,0,0,0,4266.57,547.59,0
W-0057,2026-05-18,1028.51,109.14,48.3,919.37,0,0,0,5433.24,-15.49,0
W-0057,2026-05-25,684.41,132.53,32.39,551.88,0,0,0,5963.43,39.47,0
W-0057,2026-06-01,767.23,161.95,70.13,605.28,0,0,0,6982.13,9014.84,0
W-0057,2026-06-08,741.21,398.92,133.08,342.29,0,0,0,7324.42,70.13,0
W-0057,2026-06-15,1320.03,429.83,345.88,890.2,0,0,0,7991.33,,0
W-0057,2026-06-22,1134.71,582.77,285.89,551.94,1,54.22,2.3,8594.37,172.64,0
W-0057,2026-06-29,147.21,304.82,176.54,-157.61,0,0,0,8663.17,207.92,0
W-0058,2026-03-30,283.79,2963.94,2943.6,-2680.15,0,0,0,3379.96,-29.73,0
W-0058,2026-04-06,635.3,148.84,0.0,486.46,1,39.26,1.99,3905.68,146.48,0
W-0058,2026-04-13,855.15,154.88,93.31,700.27,0,0,0,4453.29,77.72,0
W-0058,2026-04-20,695.17,167.14,129.01,528.03,0,0,0,5133.98,81.18,0
W-0058,2026-04-27,932.55,3097.74,2847.45,-2165.19,0,0,0,2968.79,73.19,0
W-0058,2026-05-04,720.42,222.75,67.81,497.67,0,0,0,3466.46,257.72,0
W-0058,2026-05-11,470.33,324.24,213.33,146.09,0,0,0,3612.55,113.51,0
W-0058,2026-05-18,803.09,44.68,14.88,758.41,0,0,0,4370.96,627.9,0
W-0058,2026-05-25,593.76,224.48,143.17,369.28,0,0,0,4740.24,314.51,0
W-0058,2026-06-01,629.48,3179.66,3032.98,-2550.18,0,0,0,1913.32,-37.35,0
W-0058,2026-06-08,904.89,145.94,58.29,758.95,0,0,0,2843.92,,0
W-0058,2026-06-15,701.21,224.48,141.78,476.73,0,0,0,3425.74,762.19,0
W-0058,2026-06-22,899.31,100.45,0.0,798.86,0,0,0,4072.28,466.38,0
W-0058,2026-06-29,388.22,2926.79,2916.17,-2538.57,0,0,0,1686.03,,0
W-0059,2026-03-30,505.61,233.92,220.02,271.69,0,0,0,2261.94,558.65,0
W-0059,2026-04-06,757.26,132.37,96.1,624.89,0,0,0,2870.23,587.21,0
W-0059,2026-04-13,625.4,666.12,596.54,-40.72,0,0,0,3011.3,693.82,0
W-0059,2026-04-20,375.36,117.02,58.27,258.34,0,0,0,3269.64,3835.13,0
W-0059,2026-04-27,595.2,172.0,109.79,423.2,0,0,0,3517.85,113.77,0
W-0059,2026-05-04,685.89,377.69,250.77,308.2,0,0,0,4001.04,,0
W-0059,2026-05-11,448.56,715.42,567.53,-266.86,0,0,0,3577.44,3894.68,0
W-0059,2026-05-18,504.21,21.68,0.0,482.53,0,0,0,4099.84,96.04,0
W-0059,2026-05-25,535.45,239.4,22.18,296.05,0,0,0,4376.81,17457.05,0
W-0059,2026-06-01,801.89,386.85,150.22,415.04,0,0,0,4927.8,30.96,0
W-0059,2026-06-08,692.33,124.12,0.0,568.21,0,0,0,5496.01,,0
W-0059,2026-06-15,719.18,789.26,703.06,-70.08,0,0,0,5275.55,431.61,0
W-0059,2026-06-22,676.26,110.67,110.67,565.59,0,0,0,5718.55,-35.27,0
W-0059,2026-06-29,0,376.61,232.98,-376.61,0,0,0,5614.91,387.13,0
W-0060,2026-03-30,591.15,2798.81,2798.81,-2207.66,0,0,0,292.52,-0.72,0
W-0060,2026-04-06,875.4,172.49,54.22,702.91,1,114.38,4.86,1109.81,78.1,0
W-0060,2026-04-13,733.63,302.17,111.2,431.46,0,0,0,1541.27,,0
W-0060,2026-04-20,1073.68,101.53,11.95,972.15,0,0,0,2271.18,,0
W-0060,2026-04-27,318.95,3132.09,3075.37,-2813.14,0,0,0,-299.72,739.83,1
W-0060,2026-05-04,1053.32,244.42,148.42,808.9,0,0,0,192.49,39.66,0
W-0060,2026-05-11,1041.97,251.2,77.49,790.77,0,0,0,1093.87,73.05,0
W-0060,2026-05-18,855.02,187.05,100.73,667.97,0,0,0,1967.92,80.3,0
W-0060,2026-05-25,1073.15,196.07,143.44,877.08,1,42.52,1.99,2682.54,6212.31,0
W-0060,2026-06-01,701.46,3111.86,2949.43,-2410.4,0,0,0,313.31,515.32,0
W-0060,2026-06-08,443.19,358.89,84.48,84.3,0,0,0,561.42,52.83,0
W-0060,2026-06-15,597.75,195.18,130.1,402.57,0,0,0,872.05,133.2,0
W-0060,2026-06-22,788.94,264.6,235.18,524.34,1,23.83,1.99,1071.6,-45.71,0
W-0060,2026-06-29,314.13,2915.15,2878.87,-2601.02,0,0,0,-1088.86,126.75,1
W-0061,2026-03-30,411.35,216.84,169.99,194.51,0,0,0,6239.34,721.76,0
W-0061,2026-04-06,601.88,271.96,80.79,329.92,0,0,0,6569.26,-1.88,0
W-0061,2026-04-13,559.21,724.73,601.1,-165.52,0,0,0,6403.74,131.66,0
W-0061,2026-04-20,1179.51,127.62,37.52,1051.89,0,0,0,7455.63,178.02,0
W-0061,2026-04-27,1257.72,260.48,79.42,997.24,0,0,0,8238.85,561.78,0
W-0061,2026-05-04,957.31,238.77,169.99,718.54,0,0,0,8797.73,70.38,0
W-0061,2026-05-11,334.15,801.53,707.87,-467.38,0,0,0,8542.78,9843.54,0
W-0061,2026-05-18,988.05,124.62,19.57,863.43,2,99.93,3.05,9490.71,-40.84,0
W-0061,2026-05-25,825.27,144.0,20.29,681.27,0,0,0,10169.32,154.32,0
W-0061,2026-06-01,898.64,239.92,218.09,658.72,0,0,0,10816.65,693.28,0
W-0061,2026-06-08,534.29,233.0,40.11,301.29,0,0,0,11308.67,36.59,0
W-0061,2026-06-15,1117.88,815.29,615.7,302.59,0,0,0,11611.26,519.66,0
W-0061,2026-06-22,790.15,262.33,120.33,527.82,0,0,0,11939.78,39.78,0
W-0061,2026-06-29,207.76,389.98,210.51,-182.22,0,0,0,11956.86,8454.81,0
W-0062,2026-03-30,616.75,1499.26,1481.55,-882.51,0,0,0,443.43,455.85,0
W-0062,2026-04-06,896.68,294.9,165.08,601.78,0,0,0,1045.21,21.67,0
W-0062,2026-04-13,482.2,754.44,651.04,-272.24,0,0,0,772.97,55.26,0
W-0062,2026-04-20,924.99,506.06,243.43,418.93,0,0,0,847.97,-42.47,0
W-0062,2026-04-27,873.04,1426.75,1212.31,-553.71,0,0,0,638.19,71.33,0
W-0062,2026-05-04,767.96,475.6,323.7,292.36,0,0,0,758.27,139.43,0
W-0062,2026-05-11,505.69,958.71,829.26,-453.02,0,0,0,477.53,321.56,0
W-0062,2026-05-18,955.48,187.92,80.69,767.56,0,0,0,1245.09,-24.37,0
W-0062,2026-05-25,328.02,201.64,108.11,126.38,1,66.58,2.83,1438.05,-27.88,0
W-0062,2026-06-01,574.49,1468.35,1411.65,-893.86,0,0,0,383.82,69.83,0
W-0062,2026-06-08,488.65,196.81,46.79,291.84,0,0,0,836.03,345.57,0
W-0062,2026-06-15,742.23,926.38,712.76,-184.15,0,0,0,651.88,-1.98,0
W-0062,2026-06-22,739.29,275.09,128.51,464.2,0,0,0,947.03,642.06,0
W-0062,2026-06-29,283.77,1814.39,1648.86,-1530.62,0,0,0,-414.54,6.54,1
W-0063,2026-03-30,582.09,2722.77,2702.13,-2140.68,0,0,0,-1518.31,,1
W-0063,2026-04-06,918.34,151.87,39.83,766.47,0,0,0,-552.26,370.27,1
W-0063,2026-04-13,951.28,312.21,134.5,639.07,0,0,0,-107.05,-33.0,1
W-0063,2026-04-20,785.69,61.17,61.17,724.52,0,0,0,616.96,178.67,0
W-0063,2026-04-27,830.58,2750.51,2702.13,-1919.93,0,0,0,-1108.6,51.63,1
W-0063,2026-05-04,173.48,150.49,138.39,22.99,1,72.91,0.0,-1012.7,,1
W-0063,2026-05-11,1145.42,393.65,144.5,751.77,0,0,0,-260.93,42.58,1
W-0063,2026-05-18,867.94,222.89,70.66,645.05,0,0,0,384.12,100.04,0
W-0063,2026-05-25,715.77,155.06,27.25,560.71,0,0,0,732.32,17044.62,0
W-0063,2026-06-01,1328.29,2815.28,2738.32,-1486.99,0,0,0,-1366.05,560.86,1
W-0063,2026-06-08,1014.41,183.71,73.42,830.7,0,0,0,-140.77,-13.98,1
W-0063,2026-06-15,844.26,336.37,180.97,507.89,0,0,0,796.43,115.7,0
W-0063,2026-06-22,888.89,224.43,114.18,664.46,0,0,0,1460.89,43.28,0
W-0063,2026-06-29,426.05,2872.26,2809.91,-2446.21,1,69.77,2.97,-915.55,660.85,1
W-0064,2026-03-30,544.6,1696.36,1619.33,-1151.76,0,0,0,3067.78,235.38,0
W-0064,2026-04-06,584.79,442.56,180.36,142.23,0,0,0,3367.59,0.21,0
W-0064,2026-04-13,732.17,80.36,9.77,651.81,0,0,0,3870.69,325.41,0
W-0064,2026-04-20,710.7,315.5,73.7,395.2,1,43.33,1.99,4183.2,221.74,0
W-0064,2026-04-27,733.63,1632.63,1502.46,-899.0,0,0,0,3277.92,-8.09,0
W-0064,2026-05-04,939.92,457.85,346.44,482.07,1,29.54,1.99,3934.26,,0
W-0064,2026-05-11,710.93,170.26,0.0,540.67,0,0,0,4611.21,,0
W-0064,2026-05-18,302.35,481.29,280.96,-178.94,0,0,0,4432.27,332.67,0
W-0064,2026-05-25,640.39,154.93,0.0,485.46,1,41.2,0.0,4958.93,-48.94,0
W-0064,2026-06-01,568.77,1628.74,1619.33,-1059.97,0,0,0,3744.47,592.63,0
W-0064,2026-06-08,294.2,112.73,75.75,181.47,0,0,0,4080.43,545.05,0
W-0064,2026-06-15,774.47,109.73,0.0,664.74,0,0,0,4457.65,-38.29,0
W-0064,2026-06-22,468.71,96.26,10.51,372.45,0,0,0,5117.62,10.73,0
W-0064,2026-06-29,310.38,1823.03,1823.03,-1512.65,0,0,0,3604.97,21.77,0
W-0065,2026-03-30,191.98,1929.19,1777.87,-1737.21,0,0,0,1983.8,49.85,0
W-0065,2026-04-06,637.64,400.22,148.17,237.42,0,0,0,1782.38,36.26,0
W-0065,2026-04-13,1189.01,217.6,162.13,971.41,0,0,0,2995.12,66.14,0
W-0065,2026-04-20,813.74,170.17,96.92,643.57,0,0,0,3836.2,13545.59,0
W-0065,2026-04-27,1026.68,1744.33,1690.47,-717.65,0,0,0,2904.9,536.01,0
W-0065,2026-05-04,1033.38,314.28,205.64,719.1,0,0,0,3443.56,404.18,0
W-0065,2026-05-11,818.64,465.96,232.63,352.68,1,79.11,3.36,4269.44,50.45,0
W-0065,2026-05-18,779.6,212.02,115.77,567.58,0,0,0,4646.82,-14.59,0
W-0065,2026-05-25,550.39,183.44,0.0,366.95,0,0,0,4995.5,-41.86,0
W-0065,2026-06-01,762.94,1865.82,1680.55,-1102.88,0,0,0,4101.09,-26.73,0
W-0065,2026-06-08,1040.99,301.63,216.94,739.36,0,0,0,4438.03,51.27,0
W-0065,2026-06-15,833.19,273.47,211.0,559.72,0,0,0,5400.17,79.59,0
W-0065,2026-06-22,1270.19,129.39,44.54,1140.8,0,0,0,6540.97,111.71,0
W-0065,2026-06-29,396.73,1726.85,1684.25,-1330.12,0,0,0,5210.85,640.11,0
W-0066,2026-03-30,870.96,335.95,288.47,535.01,0,0,0,1195.27,10.59,0
W-0066,2026-04-06,661.18,270.12,55.27,391.06,0,0,0,1591.75,117.62,0
W-0066,2026-04-13,661.74,70.44,0.0,591.3,0,0,0,2352.99,165.64,0
W-0066,2026-04-20,859.57,138.22,0.0,721.35,0,0,0,2895.83,35.5,0
W-0066,2026-04-27,520.27,144.68,79.92,375.59,0,0,0,3279.12,163.84,0
W-0066,2026-05-04,822.04,418.84,135.0,403.2,1,51.55,2.19,3729.34,55.61,0
W-0066,2026-05-11,539.85,148.31,80.88,391.54,0,0,0,4124.68,6229.95,0
W-0066,2026-05-18,884.61,304.27,86.44,580.34,1,129.89,5.52,4660.34,102.46,0
W-0066,2026-05-25,489.14,177.78,0.0,311.36,0,0,0,5317.81,14597.47,0
W-0066,2026-06-01,491.06,516.05,251.23,-24.99,0,0,0,5292.82,723.66,0
W-0066,2026-06-08,1013.92,198.0,40.05,815.92,0,0,0,5779.66,105.01,0
W-0066,2026-06-15,673.27,246.53,130.5,426.74,0,0,0,6200.67,77.5,0
W-0066,2026-06-22,855.65,230.18,136.11,625.47,0,0,0,6977.83,613.27,0
W-0066,2026-06-29,177.02,290.48,197.72,-113.46,0,0,0,7047.49,-28.15,0
W-0067,2026-03-30,489.56,2164.65,2123.37,-1675.09,0,0,0,2628.67,14319.77,0
W-0067,2026-04-06,463.83,376.91,63.74,86.92,0,0,0,2871.98,547.15,0
W-0067,2026-04-13,762.7,235.63,172.52,527.07,0,0,0,3568.73,368.35,0
W-0067,2026-04-20,740.4,194.74,74.57,545.66,0,0,0,4114.39,671.95,0
W-0067,2026-04-27,806.01,2235.7,2139.47,-1429.69,0,0,0,2684.7,694.17,0
W-0067,2026-05-04,477.15,347.54,303.63,129.61,0,0,0,2814.31,86.52,0
W-0067,2026-05-18,773.32,37.9,21.06,735.42,0,0,0,3468.76,536.97,0
W-0067,2026-05-25,753.98,281.49,281.49,472.49,0,0,0,4122.18,118.91,0
W-0067,2026-06-01,474.31,2260.02,2140.3,-1785.71,1,67.96,2.89,2562.71,,0
W-0067,2026-06-08,568.28,275.87,198.19,292.41,0,0,0,2706.29,-7.62,0
W-0067,2026-06-15,799.94,136.65,0.0,663.29,0,0,0,3351.94,,0
W-0067,2026-06-22,600.53,438.94,301.24,161.59,0,0,0,3552.93,19.99,0
W-0067,2026-06-29,135.63,2211.89,2128.71,-2076.26,0,0,0,1603.74,43.24,0
W-0068,2026-03-30,614.7,228.78,228.78,385.92,0,0,0,5940.51,61.85,0
W-0068,2026-04-06,465.05,278.49,66.48,186.56,0,0,0,6110.82,-46.82,0
W-0068,2026-04-13,586.79,365.64,327.72,221.15,0,0,0,6648.6,222.04,0
W-0068,2026-04-20,444.72,72.06,44.03,372.66,1,75.94,3.23,6950.77,1.21,0
W-0068,2026-04-27,742.67,155.64,105.2,587.03,0,0,0,7523.96,24.36,0
W-0068,2026-05-04,427.78,211.13,197.13,216.65,0,0,0,7779.16,13.77,0
W-0068,2026-05-11,482.69,333.02,300.89,149.67,0,0,0,7906.27,447.18,0
W-0068,2026-05-18,954.41,256.82,170.37,697.59,0,0,0,8240.58,70.18,0
W-0068,2026-05-25,601.79,209.21,70.42,392.58,1,27.28,1.99,9049.47,,0
W-0068,2026-06-01,760.3,303.15,213.93,457.15,0,0,0,9625.15,16.22,0
W-0068,2026-06-08,661.72,191.24,16.05,470.48,1,43.37,1.99,9982.8,88.69,0
W-0068,2026-06-15,915.71,542.06,388.61,373.65,0,0,0,10361.5,,0
W-0068,2026-06-22,664.33,181.33,55.39,483.0,0,0,0,10850.64,-20.2,0
W-0068,2026-06-29,315.74,343.2,252.72,-27.46,0,0,0,10968.19,789.44,0
W-0069,2026-03-30,693.36,121.2,44.36,572.16,0,0,0,4878.43,,0
W-0069,2026-04-06,905.35,107.39,81.75,797.96,1,59.01,2.51,5541.69,-35.7,0
W-0069,2026-04-13,354.97,200.18,56.24,154.79,0,0,0,5898.21,,0
W-0069,2026-04-20,887.62,328.31,169.79,559.31,0,0,0,6428.68,80.33,0
W-0069,2026-04-27,932.85,187.33,34.34,745.52,0,0,0,6973.94,37.69,0
W-0069,2026-05-04,1057.13,385.67,240.66,671.46,0,0,0,7868.74,713.7,0
W-0069,2026-05-11,718.22,168.95,101.18,549.27,0,0,0,8592.34,-34.54,0
W-0069,2026-05-18,913.6,262.1,96.9,651.5,0,0,0,8843.11,-11.52,0
W-0069,2026-05-25,518.53,156.58,0.0,361.95,1,31.26,1.99,9637.05,,0
W-0069,2026-06-01,958.49,330.51,23.51,627.98,0,0,0,10056.7,,0
W-0069,2026-06-08,539.53,234.74,115.1,304.79,0,0,0,10389.84,110.22,0
W-0069,2026-06-15,710.24,534.69,287.24,175.55,0,0,0,10745.37,182.08,0
W-0069,2026-06-22,736.91,114.7,78.98,622.21,0,0,0,11182.9,-2.42,0
W-0069,2026-06-29,182.98,299.8,186.06,-116.82,0,0,0,11250.76,366.31,0
W-0070,2026-03-30,310.87,2255.6,2135.67,-1944.73,0,0,0,4297.58,86.79,0
W-0070,2026-04-06,758.26,122.64,42.92,635.62,0,0,0,4933.2,,0
W-0070,2026-04-13,564.4,139.58,94.35,424.82,0,0,0,5186.96,592.55,0
W-0070,2026-04-20,762.91,119.48,91.67,643.43,0,0,0,5714.88,90.92,0
W-0070,2026-04-27,616.19,2011.6,1944.53,-1395.41,0,0,0,4446.23,90.19,0
W-0070,2026-05-04,145.95,427.82,358.17,-281.87,0,0,0,4324.17,177.28,0
