earnings_id,worker_id,work_date,employer_id,shift_type,hours_worked,gross_pay_cad,tips_cad,deductions_cad,net_pay_cad,paid_same_day,pay_method
EARN-03121,W-0056,2026-06-19,E-0024,evening,7.2,175.96,8.24,12.54,171.66,1,direct_deposit
EARN-03122,W-0056,2026-06-22,E-0024,evening,6.3,140.82,11.28,16.6,135.5,1,cash
EARN-03123,W-0056,2026-06-23,E-0024,evening,5.4,166.22,6.62,8.06,164.78,1,cheque
EARN-03124,W-0056,2026-06-24,E-0024,night,6.4,135.97,5.51,11.51,129.97,1,direct_deposit
EARN-03125,W-0056,2026-06-25,E-0024,evening,6.1,166.07,10.31,13.24,163.14,0,payroll_card
EARN-03126,W-0056,2026-06-26,E-0024,day,5.3,117.12,9.57,11.74,114.95,1,direct_deposit
EARN-03127,W-0056,2026-06-27,E-0024,day,5.7,199.32,16.42,23.12,192.62,1,direct_deposit
EARN-03128,W-0056,2026-06-29,E-0024,night,7.6,111.83,4.83,16.39,100.27,0,payroll_card
EARN-03129,W-0057,2026-04-02,E-0026,night,7.5,216.3,0.0,13.65,202.65,0,cash
EARN-03130,W-0057,2026-04-03,E-0026,day,9.4,226.73,0.0,22.26,204.47,0,cash
EARN-03131,W-0057,2026-04-04,E-0026,evening,5.0,191.43,0.0,12.96,178.47,0,cash
EARN-03132,W-0057,2026-04-08,E-0026,night,9.0,237.7,0.0,18.42,219.28,0,direct_deposit
EARN-03133,W-0057,2026-04-09,E-0026,day,7.7,246.91,0.0,14.12,232.79,0,cash
EARN-03134,W-0057,2026-04-11,E-0026,night,6.5,192.0,0.0,10.8,181.2,0,direct_deposit
EARN-03135,W-0057,2026-04-14,E-0026,day,8.1,279.11,0.0,9.61,269.5,0,cash
EARN-03136,W-0057,2026-04-15,E-0026,evening,8.3,235.34,0.0,12.39,222.95,1,cash
EARN-03137,W-0057,2026-04-16,E-0026,day,7.2,193.26,0.0,16.54,176.72,0,cheque
EARN-03138,W-0057,2026-04-17,E-0026,day,5.4,253.68,0.0,17.06,236.62,1,direct_deposit
EARN-03139,W-0057,2026-04-19,E-0026,day,6.3,280.0,0.0,15.46,264.54,1,payroll_card
EARN-03140,W-0057,2026-04-20,E-0026,night,6.8,239.38,0.0,11.34,228.04,0,cheque
EARN-03141,W-0057,2026-04-21,E-0026,day,5.3,251.06,0.0,8.65,242.41,0,direct_deposit
EARN-03142,W-0057,2026-04-22,E-0026,evening,5.2,214.85,0.0,15.12,199.73,0,cash
EARN-03143,W-0057,2026-04-23,E-0026,day,8.7,191.12,0.0,13.55,177.57,1,direct_deposit
EARN-03144,W-0057,2026-04-24,E-0026,day,9.0,248.88,0.0,13.16,235.72,1,direct_deposit
EARN-03145,W-0057,2026-04-28,E-0026,day,5.8,280.0,0.0,23.05,256.95,0,cash
EARN-03146,W-0057,2026-04-29,E-0026,day,5.9,245.12,0.0,12.75,232.37,0,direct_deposit
EARN-03147,W-0057,2026-04-30,E-0026,evening,8.6,231.35,0.0,23.48,207.87,0,cheque
EARN-03148,W-0057,2026-05-01,E-0026,day,8.8,194.09,0.0,8.33,185.76,0,cash
EARN-03149,W-0057,2026-05-02,E-0026,day,6.3,202.79,0.0,9.13,193.66,1,payroll_card
EARN-03150,W-0057,2026-05-06,E-0026,day,8.8,218.76,0.0,22.28,196.48,1,direct_deposit
EARN-03151,W-0057,2026-05-07,E-0026,evening,6.6,209.6,0.0,11.03,198.57,0,payroll_card
EARN-03152,W-0057,2026-05-08,E-0026,evening,6.6,223.21,0.0,21.39,201.82,1,cash
EARN-03153,W-0057,2026-05-13,E-0026,day,6.7,220.22,0.0,23.17,197.05,0,cheque
EARN-03154,W-0057,2026-05-14,E-0026,day,8.2,179.55,0.0,21.97,157.58,0,payroll_card
EARN-03155,W-0057,2026-05-15,E-0026,day,6.1,229.59,0.0,9.79,219.8,0,cheque
EARN-03156,W-0057,2026-05-16,E-0026,night,5.6,280.0,0.0,18.35,261.65,0,payroll_card
EARN-03157,W-0057,2026-05-18,E-0026,day,5.7,247.4,0.0,8.42,238.98,0,cash
EARN-03158,W-0057,2026-05-20,E-0026,day,5.4,174.43,0.0,10.2,164.23,1,payroll_card
EARN-03159,W-0057,2026-05-21,E-0026,split,7.0,246.57,0.0,13.0,233.57,0,direct_deposit
EARN-03160,W-0057,2026-05-22,E-0026,day,8.3,210.93,0.0,14.59,196.34,0,cash
EARN-03161,W-0057,2026-05-24,E-0026,split,5.2,204.22,0.0,8.83,195.39,0,payroll_card
EARN-03162,W-0057,2026-05-27,E-0026,evening,5.4,280.0,0.0,9.01,270.99,1,cheque
EARN-03163,W-0057,2026-05-28,E-0026,night,6.6,181.97,0.0,13.01,168.96,0,payroll_card
EARN-03164,W-0057,2026-05-31,E-0026,evening,7.3,256.2,0.0,11.74,244.46,0,cash
EARN-03165,W-0057,2026-06-01,E-0026,night,5.1,232.49,0.0,13.1,219.39,0,direct_deposit
EARN-03166,W-0057,2026-06-03,E-0026,split,7.3,217.28,0.0,12.4,204.88,1,cash
EARN-03167,W-0057,2026-06-04,E-0026,split,5.2,218.53,0.0,13.83,204.7,0,cash
EARN-03168,W-0057,2026-06-05,E-0026,day,7.4,152.38,0.0,14.12,138.26,0,cheque
EARN-03169,W-0057,2026-06-08,E-0026,day,7.5,192.72,0.0,9.34,183.38,1,direct_deposit
EARN-03170,W-0057,2026-06-09,E-0026,day,6.4,220.26,0.0,19.27,200.99,0,cash
EARN-03171,W-0057,2026-06-11,E-0026,night,8.7,205.27,0.0,21.11,184.16,0,cash
EARN-03172,W-0057,2026-06-12,E-0026,day,6.4,194.96,0.0,22.28,172.68,0,cash
EARN-03173,W-0057,2026-06-15,E-0026,evening,7.8,261.26,0.0,24.58,236.68,0,cash
EARN-03174,W-0057,2026-06-16,E-0026,split,6.3,280.0,0.0,12.5,267.5,1,payroll_card
EARN-03175,W-0057,2026-06-17,E-0026,day,7.9,225.84,0.0,17.81,208.03,0,payroll_card
EARN-03176,W-0057,2026-06-18,E-0026,day,6.6,192.91,0.0,18.51,174.4,0,payroll_card
EARN-03177,W-0057,2026-06-19,E-0026,day,7.6,239.58,0.0,16.29,223.29,0,cash
EARN-03178,W-0057,2026-06-20,E-0026,day,6.0,233.3,0.0,23.17,210.13,1,direct_deposit
EARN-03179,W-0057,2026-06-22,E-0026,split,5.4,267.51,0.0,8.3,259.21,0,cash
EARN-03180,W-0057,2026-06-23,E-0026,day,8.5,251.42,0.0,16.13,235.29,0,cheque
EARN-03181,W-0057,2026-06-24,E-0026,split,6.0,223.24,0.0,22.72,200.52,0,direct_deposit
EARN-03182,W-0057,2026-06-25,E-0026,evening,6.5,223.5,0.0,10.22,213.28,0,cash
EARN-03183,W-0057,2026-06-26,E-0026,day,8.3,248.15,0.0,21.74,226.41,0,cheque
EARN-03184,W-0057,2026-06-29,E-0026,split,6.3,164.64,0.0,17.43,147.21,1,cheque
EARN-03185,W-0058,2026-04-01,E-0007,evening,7.8,150.73,7.0,8.25,149.48,1,cash
EARN-03186,W-0058,2026-04-02,E-0007,evening,5.5,139.99,5.75,11.43,134.31,0,cheque
EARN-03187,W-0058,2026-04-06,E-0007,night,5.0,184.56,7.31,19.54,172.33,1,direct_deposit
EARN-03188,W-0058,2026-04-08,E-0007,day,8.3,188.28,9.71,18.08,179.91,0,payroll_card
EARN-03189,W-0058,2026-04-10,E-0007,day,6.0,171.26,8.88,10.44,169.7,0,cheque
EARN-03190,W-0058,2026-04-11,E-0007,day,8.6,124.0,2.62,13.26,113.36,1,cheque
EARN-03191,W-0058,2026-04-13,E-0007,day,8.9,200.55,10.03,11.97,198.61,1,cheque
EARN-03192,W-0058,2026-04-14,E-0007,day,6.2,226.34,11.58,9.54,228.38,0,cheque
EARN-03193,W-0058,2026-04-15,E-0007,day,7.6,121.56,5.09,20.36,106.29,1,direct_deposit
EARN-03194,W-0058,2026-04-16,E-0007,day,6.9,174.51,6.83,12.13,169.21,0,direct_deposit
EARN-03195,W-0058,2026-04-17,E-0007,day,7.9,167.65,8.1,23.09,152.66,0,direct_deposit
EARN-03196,W-0058,2026-04-20,E-0007,day,6.6,164.11,5.33,8.32,161.12,0,payroll_card
EARN-03197,W-0058,2026-04-21,E-0007,day,8.5,166.8,6.23,15.42,157.61,0,cheque
EARN-03198,W-0058,2026-04-23,E-0007,day,6.0,192.01,7.62,24.69,174.94,0,payroll_card
EARN-03199,W-0058,2026-04-24,E-0007,evening,8.6,215.17,9.27,22.94,201.5,0,direct_deposit
EARN-03200,W-0058,2026-04-27,E-0007,day,6.5,191.74,8.27,17.62,182.39,1,payroll_card
EARN-03201,W-0058,2026-04-28,E-0007,evening,9.3,204.75,9.6,24.64,189.71,0,direct_deposit
EARN-03202,W-0058,2026-04-29,E-0007,day,7.1,195.85,4.2,17.75,182.3,0,cheque
EARN-03203,W-0058,2026-04-30,E-0007,day,6.3,184.29,6.16,9.79,180.66,0,direct_deposit
EARN-03204,W-0058,2026-05-03,E-0007,night,5.7,212.41,8.07,22.99,197.49,1,cheque
EARN-03205,W-0058,2026-05-04,E-0007,night,6.0,221.19,9.33,12.84,217.68,1,payroll_card
EARN-03206,W-0058,2026-05-05,E-0007,night,6.0,205.23,9.84,24.66,190.41,1,payroll_card
EARN-03207,W-0058,2026-05-06,E-0007,evening,5.8,160.12,4.38,20.49,144.01,1,cheque
EARN-03208,W-0058,2026-05-08,E-0007,evening,8.5,175.49,8.71,15.88,168.32,0,payroll_card
EARN-03209,W-0058,2026-05-12,E-0007,day,6.7,147.37,4.31,21.02,130.66,1,payroll_card
EARN-03210,W-0058,2026-05-13,E-0007,day,8.4,220.73,8.84,24.87,204.7,1,payroll_card
EARN-03211,W-0058,2026-05-14,E-0007,night,8.9,150.42,3.46,18.91,134.97,1,cheque
EARN-03212,W-0058,2026-05-18,E-0007,day,8.0,167.59,8.43,13.4,162.62,1,direct_deposit
EARN-03213,W-0058,2026-05-19,E-0007,evening,8.0,213.12,7.73,20.35,200.5,0,cheque
EARN-03214,W-0058,2026-05-20,E-0007,day,5.9,133.76,6.86,15.25,125.37,0,cash
EARN-03215,W-0058,2026-05-22,E-0007,day,6.4,153.59,5.41,24.14,134.86,1,direct_deposit
EARN-03216,W-0058,2026-05-24,E-0007,day,6.5,183.65,7.64,11.55,179.74,1,cheque
EARN-03217,W-0058,2026-05-25,E-0007,night,6.8,181.51,5.09,23.88,162.72,1,cash
EARN-03218,W-0058,2026-05-26,E-0007,day,7.2,202.34,5.17,22.36,185.15,0,direct_deposit
EARN-03219,W-0058,2026-05-28,E-0007,split,7.3,259.66,8.11,21.88,245.89,0,direct_deposit
EARN-03220,W-0058,2026-06-02,E-0007,day,8.6,153.62,6.3,19.39,140.53,0,cash
EARN-03221,W-0058,2026-06-03,E-0007,split,8.2,226.74,9.1,23.63,212.21,1,direct_deposit
EARN-03222,W-0058,2026-06-05,E-0007,split,7.3,154.71,6.01,15.0,145.72,0,cheque
EARN-03223,W-0058,2026-06-06,E-0007,day,6.5,148.12,4.13,21.23,131.02,0,payroll_card
EARN-03224,W-0058,2026-06-08,E-0007,day,6.5,148.22,7.96,16.02,140.16,0,cash
EARN-03225,W-0058,2026-06-09,E-0007,evening,6.2,167.11,8.47,8.26,167.32,0,cash
EARN-03226,W-0058,2026-06-10,E-0007,evening,5.7,163.17,7.67,24.43,146.41,0,cash
EARN-03227,W-0058,2026-06-11,E-0007,split,7.8,188.94,5.46,19.97,174.43,1,payroll_card
EARN-03228,W-0058,2026-06-12,E-0007,evening,5.9,122.83,3.77,21.51,105.09,0,payroll_card
EARN-03229,W-0058,2026-06-13,E-0007,day,5.3,182.34,8.02,18.88,171.48,1,cash
EARN-03230,W-0058,2026-06-15,E-0007,day,8.1,148.91,3.59,18.7,133.8,0,payroll_card
EARN-03231,W-0058,2026-06-16,E-0007,day,5.2,226.83,12.47,13.37,225.93,0,cheque
EARN-03232,W-0058,2026-06-17,E-0007,evening,9.1,161.1,8.41,22.12,147.39,0,payroll_card
EARN-03233,W-0058,2026-06-18,E-0007,day,9.1,205.56,7.97,19.44,194.09,1,cash
EARN-03234,W-0058,2026-06-22,E-0007,night,5.6,212.92,11.26,18.44,205.74,1,cash
EARN-03235,W-0058,2026-06-23,E-0007,night,7.1,159.2,6.86,9.32,156.74,0,cash
EARN-03236,W-0058,2026-06-24,E-0007,night,5.1,219.07,10.62,17.06,212.63,0,cash
EARN-03237,W-0058,2026-06-26,E-0007,night,6.5,163.49,8.12,19.29,152.32,0,cash
EARN-03238,W-0058,2026-06-27,E-0007,day,5.7,184.84,4.93,17.89,171.88,1,cheque
EARN-03239,W-0058,2026-06-29,E-0007,day,7.5,212.62,10.92,23.61,199.93,0,cash
EARN-03240,W-0058,2026-06-30,E-0007,evening,5.2,192.69,10.2,14.6,188.29,0,payroll_card
EARN-03241,W-0059,2026-04-01,E-0009,day,8.4,187.75,2.84,14.08,176.51,0,payroll_card
EARN-03242,W-0059,2026-04-02,E-0009,day,8.8,173.55,2.91,12.55,163.91,0,cheque
EARN-03243,W-0059,2026-04-03,E-0009,day,6.8,178.79,2.93,16.53,165.19,0,cash
EARN-03244,W-0059,2026-04-07,E-0009,evening,5.1,189.74,5.27,18.29,176.72,1,direct_deposit
EARN-03245,W-0059,2026-04-08,E-0009,day,6.1,139.99,1.47,15.55,125.91,0,cash
EARN-03246,W-0059,2026-04-09,E-0009,night,7.2,156.7,3.5,24.89,135.31,1,cheque
EARN-03247,W-0059,2026-04-10,E-0009,day,9.2,197.12,4.94,20.27,181.79,0,direct_deposit
EARN-03248,W-0059,2026-04-11,E-0009,evening,5.3,152.61,4.14,19.22,137.53,1,cheque
EARN-03249,W-0059,2026-04-13,E-0009,day,8.7,152.0,2.24,14.07,140.17,1,cheque
EARN-03250,W-0059,2026-04-14,E-0009,day,8.0,136.62,1.54,10.83,127.33,1,direct_deposit
EARN-03251,W-0059,2026-04-16,E-0009,evening,6.4,126.87,2.41,22.24,107.04,1,cheque
EARN-03252,W-0059,2026-04-17,E-0009,day,7.1,129.27,2.59,8.93,122.93,1,cheque
EARN-03253,W-0059,2026-04-18,E-0009,evening,5.7,148.78,2.25,23.1,127.93,1,cash
EARN-03254,W-0059,2026-04-20,E-0009,night,5.5,164.34,2.39,23.55,143.18,0,cash
EARN-03255,W-0059,2026-04-22,E-0009,evening,7.3,154.05,2.17,19.28,136.94,0,cheque
EARN-03256,W-0059,2026-04-23,E-0009,day,6.8,108.65,1.44,14.85,95.24,1,direct_deposit
EARN-03257,W-0059,2026-04-28,E-0009,split,5.9,171.93,4.51,22.7,153.74,1,cash
EARN-03258,W-0059,2026-04-29,E-0009,day,7.3,147.63,3.88,18.32,133.19,0,payroll_card
EARN-03259,W-0059,2026-04-30,E-0009,night,7.2,148.6,3.62,18.94,133.28,1,payroll_card
EARN-03260,W-0059,2026-05-03,E-0009,day,8.8,191.81,2.7,19.52,174.99,0,cheque
EARN-03261,W-0059,2026-05-04,E-0009,split,7.7,183.3,3.16,11.72,174.74,0,cash
EARN-03262,W-0059,2026-05-07,E-0009,day,9.2,178.2,4.93,24.02,159.11,0,direct_deposit
EARN-03263,W-0059,2026-05-08,E-0009,day,8.8,185.89,4.24,24.3,165.83,1,direct_deposit
EARN-03264,W-0059,2026-05-09,E-0009,evening,7.9,191.2,5.02,10.01,186.21,1,cash
EARN-03265,W-0059,2026-05-12,E-0009,night,6.8,167.78,4.23,10.12,161.89,1,cash
EARN-03266,W-0059,2026-05-13,E-0009,day,5.4,148.73,1.98,20.78,129.93,0,cash
EARN-03267,W-0059,2026-05-16,E-0009,day,9.0,166.59,2.49,12.34,156.74,0,cash
EARN-03268,W-0059,2026-05-18,E-0009,evening,9.1,171.06,3.64,13.5,161.2,0,cash
EARN-03269,W-0059,2026-05-20,E-0009,evening,7.1,125.06,1.89,17.69,109.26,1,cheque
EARN-03270,W-0059,2026-05-21,E-0009,day,9.4,132.99,3.57,19.68,116.88,0,cheque
EARN-03271,W-0059,2026-05-23,E-0009,day,8.8,129.75,3.36,16.24,116.87,0,direct_deposit
EARN-03272,W-0059,2026-05-25,E-0009,day,6.6,137.33,2.18,23.78,115.73,0,cash
EARN-03273,W-0059,2026-05-26,E-0009,split,8.8,150.52,3.87,21.8,132.59,0,payroll_card
EARN-03274,W-0059,2026-05-27,E-0009,evening,5.6,160.35,2.97,12.14,151.18,0,cash
EARN-03275,W-0059,2026-05-30,E-0009,split,5.5,152.44,2.63,19.12,135.95,0,cash
EARN-03276,W-0059,2026-06-01,E-0009,evening,7.2,100.73,1.71,19.77,82.67,1,cheque
EARN-03277,W-0059,2026-06-02,E-0009,day,6.6,136.03,3.73,20.6,119.16,0,cheque
EARN-03278,W-0059,2026-06-03,E-0009,evening,7.7,194.91,5.09,14.69,185.31,1,cash
EARN-03279,W-0059,2026-06-04,E-0009,night,5.9,165.46,1.95,11.56,155.85,1,cash
EARN-03280,W-0059,2026-06-05,E-0009,day,7.1,109.1,2.89,11.24,100.75,1,cash
EARN-03281,W-0059,2026-06-06,E-0009,evening,5.7,180.08,2.22,24.15,158.15,1,direct_deposit
EARN-03282,W-0059,2026-06-08,E-0009,day,5.3,120.48,3.22,21.49,102.21,0,cash
EARN-03283,W-0059,2026-06-10,E-0009,day,9.0,164.21,3.75,22.66,145.3,1,cash
EARN-03284,W-0059,2026-06-11,E-0009,day,8.0,164.84,2.22,22.85,144.21,1,direct_deposit
EARN-03285,W-0059,2026-06-12,E-0009,evening,7.3,149.61,2.93,15.45,137.09,0,direct_deposit
EARN-03286,W-0059,2026-06-13,E-0009,night,7.3,183.29,3.57,23.34,163.52,1,payroll_card
EARN-03287,W-0059,2026-06-15,E-0009,split,7.1,159.49,2.53,22.8,139.22,0,cash
EARN-03288,W-0059,2026-06-16,E-0009,evening,7.6,180.96,4.59,17.57,167.98,0,cheque
EARN-03289,W-0059,2026-06-17,E-0009,evening,7.1,136.67,2.65,21.3,118.02,0,cheque
EARN-03290,W-0059,2026-06-19,E-0009,day,7.0,157.92,4.27,18.61,143.58,1,cheque
EARN-03291,W-0059,2026-06-20,E-0009,day,5.4,167.42,4.64,21.68,150.38,0,payroll_card
EARN-03292,W-0059,2026-06-22,E-0009,day,6.3,164.32,3.23,8.07,159.48,1,cash
EARN-03293,W-0059,2026-06-24,E-0009,evening,9.0,156.51,2.63,24.39,134.75,0,direct_deposit
EARN-03294,W-0059,2026-06-25,E-0009,day,8.6,127.04,1.57,19.55,109.06,0,payroll_card
EARN-03295,W-0059,2026-06-26,E-0009,day,8.0,152.13,1.66,12.66,141.13,0,cash
EARN-03296,W-0059,2026-06-27,E-0009,night,5.2,146.43,3.68,18.27,131.84,0,cheque
EARN-03297,W-0060,2026-04-01,E-0002,day,5.8,187.63,29.41,23.34,193.7,0,cheque
EARN-03298,W-0060,2026-04-02,E-0002,day,5.4,209.78,43.87,12.0,241.65,1,direct_deposit
EARN-03299,W-0060,2026-04-04,E-0002,night,9.1,142.3,25.3,11.8,155.8,1,cash
EARN-03300,W-0060,2026-04-07,E-0002,split,7.4,138.05,22.39,17.48,142.96,0,direct_deposit
EARN-03301,W-0060,2026-04-08,E-0002,split,5.3,265.16,51.6,12.01,304.75,0,payroll_card
EARN-03302,W-0060,2026-04-09,E-0002,day,9.0,182.88,37.92,17.5,203.3,1,direct_deposit
EARN-03303,W-0060,2026-04-10,E-0002,evening,6.5,206.28,31.05,12.94,224.39,0,payroll_card
EARN-03304,W-0060,2026-04-13,E-0002,day,5.0,148.53,26.0,17.44,157.09,0,cash
EARN-03305,W-0060,2026-04-14,E-0002,evening,7.2,158.22,16.45,9.3,165.37,0,payroll_card
EARN-03306,W-0060,2026-04-16,E-0002,evening,7.5,218.93,40.27,19.63,239.57,1,cheque
EARN-03307,W-0060,2026-04-17,E-0002,evening,5.7,158.82,29.15,16.37,171.6,1,cheque
EARN-03308,W-0060,2026-04-20,E-0002,day,7.4,196.75,22.31,15.29,203.77,0,cheque
EARN-03309,W-0060,2026-04-21,E-0002,evening,5.4,201.12,26.82,18.58,209.36,0,payroll_card
EARN-03310,W-0060,2026-04-22,E-0002,day,7.0,177.42,20.52,10.44,187.5,1,direct_deposit
EARN-03311,W-0060,2026-04-23,E-0002,day,7.4,210.1,37.58,16.87,230.81,0,payroll_card
EARN-03312,W-0060,2026-04-26,E-0002,evening,6.2,225.13,32.01,14.9,242.24,0,cheque
EARN-03313,W-0060,2026-04-27,E-0002,day,8.6,149.76,33.76,12.19,171.33,1,direct_deposit
EARN-03314,W-0060,2026-05-02,E-0002,day,5.2,151.84,19.75,23.97,147.62,1,cash
EARN-03315,W-0060,2026-05-04,E-0002,day,7.5,182.91,30.76,18.45,195.22,1,cheque
EARN-03316,W-0060,2026-05-05,E-0002,day,7.4,175.63,38.85,15.91,198.57,0,direct_deposit
EARN-03317,W-0060,2026-05-06,E-0002,evening,9.1,174.31,28.45,22.09,180.67,0,payroll_card
EARN-03318,W-0060,2026-05-07,E-0002,day,8.3,156.04,14.92,8.79,162.17,0,cheque
EARN-03319,W-0060,2026-05-08,E-0002,evening,5.4,144.08,27.51,18.1,153.49,0,payroll_card
EARN-03320,W-0060,2026-05-09,E-0002,day,8.4,148.75,26.08,11.63,163.2,0,payroll_card
EARN-03321,W-0060,2026-05-12,E-0002,night,8.7,217.75,21.81,8.61,230.95,1,cash
EARN-03322,W-0060,2026-05-13,E-0002,evening,8.6,132.13,26.89,22.16,136.86,1,cheque
EARN-03323,W-0060,2026-05-14,E-0002,day,7.1,231.05,40.81,8.16,263.7,1,cash
EARN-03324,W-0060,2026-05-15,E-0002,evening,9.1,181.6,30.79,8.01,204.38,0,cheque
EARN-03325,W-0060,2026-05-16,E-0002,day,7.4,199.09,18.33,11.34,206.08,0,cheque
EARN-03326,W-0060,2026-05-18,E-0002,evening,5.2,168.42,33.82,23.88,178.36,0,cheque
EARN-03327,W-0060,2026-05-20,E-0002,evening,6.2,158.48,20.48,13.63,165.33,0,direct_deposit
EARN-03328,W-0060,2026-05-22,E-0002,evening,6.8,181.77,21.83,22.32,181.28,1,cheque
EARN-03329,W-0060,2026-05-23,E-0002,day,5.6,153.93,26.02,10.93,169.02,1,cheque
EARN-03330,W-0060,2026-05-24,E-0002,evening,8.0,148.94,25.49,13.4,161.03,1,cash
EARN-03331,W-0060,2026-05-25,E-0002,day,5.3,157.94,22.54,13.49,166.99,1,direct_deposit
EARN-03332,W-0060,2026-05-26,E-0002,day,7.4,199.74,41.67,8.42,232.99,1,cash
EARN-03333,W-0060,2026-05-27,E-0002,night,5.0,275.54,55.64,20.31,310.87,1,cheque
EARN-03334,W-0060,2026-05-28,E-0002,day,9.5,149.01,32.04,23.73,157.32,1,payroll_card
EARN-03335,W-0060,2026-05-30,E-0002,evening,7.9,188.96,28.24,12.22,204.98,0,cash
EARN-03336,W-0060,2026-06-02,E-0002,split,5.2,166.63,17.72,13.06,171.29,0,cheque
EARN-03337,W-0060,2026-06-03,E-0002,evening,6.9,164.91,30.82,8.43,187.3,0,direct_deposit
EARN-03338,W-0060,2026-06-04,E-0002,day,6.2,175.16,17.77,13.87,179.06,1,cash
EARN-03339,W-0060,2026-06-05,E-0002,day,6.6,152.08,30.69,18.96,163.81,0,direct_deposit
EARN-03340,W-0060,2026-06-08,E-0002,day,7.3,170.72,15.44,13.47,172.69,1,cash
EARN-03341,W-0060,2026-06-10,E-0002,split,5.9,94.2,14.38,17.08,91.5,1,payroll_card
EARN-03342,W-0060,2026-06-11,E-0002,day,7.6,175.35,26.97,23.32,179.0,1,direct_deposit
EARN-03343,W-0060,2026-06-16,E-0002,night,6.5,158.24,23.09,19.78,161.55,0,cash
EARN-03344,W-0060,2026-06-17,E-0002,day,7.9,197.96,34.99,18.13,214.82,0,payroll_card
EARN-03345,W-0060,2026-06-18,E-0002,day,5.6,131.66,21.17,23.39,129.44,0,payroll_card
EARN-03346,W-0060,2026-06-19,E-0002,day,7.0,92.77,19.55,20.38,91.94,0,payroll_card
EARN-03347,W-0060,2026-06-24,E-0002,night,6.1,137.83,31.74,18.05,151.52,0,cash
EARN-03348,W-0060,2026-06-25,E-0002,day,5.7,177.09,37.11,17.34,196.86,0,payroll_card
EARN-03349,W-0060,2026-06-26,E-0002,split,7.5,166.68,24.07,23.69,167.06,0,direct_deposit
EARN-03350,W-0060,2026-06-27,E-0002,day,6.9,234.63,52.79,13.92,273.5,0,payroll_card
EARN-03351,W-0060,2026-06-29,E-0002,day,8.7,177.05,27.99,24.54,180.5,1,direct_deposit
EARN-03352,W-0060,2026-06-30,E-0002,day,9.5,144.37,12.89,23.63,133.63,1,cash
EARN-03353,W-0061,2026-04-01,E-0027,day,8.9,208.58,41.87,15.43,235.02,0,payroll_card
EARN-03354,W-0061,2026-04-02,E-0027,night,6.1,180.26,20.87,24.8,176.33,0,payroll_card
EARN-03355,W-0061,2026-04-06,E-0027,day,7.5,206.24,24.71,10.86,220.09,0,payroll_card
EARN-03356,W-0061,2026-04-07,E-0027,evening,7.5,179.0,40.54,18.85,200.69,0,direct_deposit
EARN-03357,W-0061,2026-04-09,E-0027,night,6.9,162.93,35.51,17.34,181.1,0,cash
EARN-03358,W-0061,2026-04-13,E-0027,day,6.6,202.24,40.06,21.8,220.5,0,payroll_card
EARN-03359,W-0061,2026-04-15,E-0027,night,6.5,158.96,28.3,12.31,174.95,1,cash
EARN-03360,W-0061,2026-04-16,E-0027,split,9.2,163.31,16.95,16.5,163.76,0,cheque
EARN-03361,W-0061,2026-04-20,E-0027,day,7.1,181.56,20.22,21.68,180.1,0,cash
EARN-03362,W-0061,2026-04-21,E-0027,day,9.1,184.0,20.97,21.03,183.94,0,cheque
EARN-03363,W-0061,2026-04-22,E-0027,night,7.7,189.21,44.3,19.18,214.33,1,direct_deposit
EARN-03364,W-0061,2026-04-23,E-0027,split,6.0,204.64,49.28,10.17,243.75,0,cash
EARN-03365,W-0061,2026-04-24,E-0027,day,8.2,169.99,21.94,10.81,181.12,1,cash
EARN-03366,W-0061,2026-04-26,E-0027,day,7.9,176.95,23.33,24.01,176.27,1,payroll_card
EARN-03367,W-0061,2026-04-27,E-0027,evening,6.3,152.06,18.36,13.85,156.57,1,cheque
EARN-03368,W-0061,2026-04-28,E-0027,day,9.0,229.35,53.77,21.86,261.26,1,cheque
EARN-03369,W-0061,2026-04-29,E-0027,day,6.8,201.69,35.66,15.0,222.35,1,payroll_card
EARN-03370,W-0061,2026-04-30,E-0027,day,6.7,217.93,32.86,11.25,239.54,1,cash
EARN-03371,W-0061,2026-05-01,E-0027,day,5.3,153.99,23.87,13.88,163.98,0,cash
EARN-03372,W-0061,2026-05-03,E-0027,evening,7.4,198.59,37.3,21.87,214.02,0,cheque
EARN-03373,W-0061,2026-05-04,E-0027,day,6.3,178.52,25.42,14.24,189.7,1,payroll_card
EARN-03374,W-0061,2026-05-06,E-0027,day,7.8,186.83,18.61,20.41,185.03,0,payroll_card
EARN-03375,W-0061,2026-05-07,E-0027,day,5.0,169.69,26.61,22.32,173.98,0,cheque
EARN-03376,W-0061,2026-05-08,E-0027,night,8.0,169.14,38.83,8.27,199.7,0,cash
EARN-03377,W-0061,2026-05-10,E-0027,day,6.3,192.72,37.78,21.6,208.9,1,cheque
EARN-03378,W-0061,2026-05-12,E-0027,evening,8.3,173.73,21.81,22.64,172.9,1,cash
EARN-03379,W-0061,2026-05-15,E-0027,day,6.7,156.76,15.13,10.64,161.25,0,direct_deposit
EARN-03380,W-0061,2026-05-18,E-0027,day,5.9,183.05,24.73,11.2,196.58,0,cheque
EARN-03381,W-0061,2026-05-19,E-0027,night,7.6,128.59,15.01,23.4,120.2,0,cheque
EARN-03382,W-0061,2026-05-20,E-0027,day,7.3,163.24,25.24,13.95,174.53,0,direct_deposit
